target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	236.547	33	1.23723
TTHERM_00161860	4356	4170.03	14396	30.6165
TTHERM_00161850	1200	1014.03	1745	15.2614
TTHERM_00161840	498	312.827	3725	105.603
TTHERM_00161830	1077	891.034	1303	12.9689
TTHERM_00161820	12579	12393	3247	2.32358
TTHERM_00161810	1179	993.034	4	0.0357231
TTHERM_00161800	2253	2067.03	3	0.0128714
TTHERM_00161879	501	315.811	10	0.280818
TTHERM_00161790	1458	1272.03	340	2.37046
TTHERM_00161780	699	513.034	475	8.21108
TTHERM_00161759	2763	2577.03	2029	6.98256
TTHERM_00161760	408	225.01	29	1.143
TTHERM_00161750	1083	897.034	1864	18.4285
TTHERM_00161740	1548	1362.03	2196	14.2987
TTHERM_00161720	11100	10914	2686	2.1826
TTHERM_00161709	438	254.017	0	0
TTHERM_00161700	2685	2499.03	112	0.397465
TTHERM_00161690	2991	2805.03	1811	5.72576
TTHERM_00161680	3873	3687.03	149	0.358395
TTHERM_00161670	4260	4074.03	36	0.0783665
TTHERM_00161660	432	248.181	1795	64.143
TTHERM_00161650	555	369.214	638	15.3248
TTHERM_00161640	1821	1635.03	636	3.44971
TTHERM_00161630	768	582.034	497	7.57288
TTHERM_00161620	633	447.059	2134	42.3334
TTHERM_00161578	1674	1488.03	44	0.262236
TTHERM_00161579	585	399.08	550	12.2224
TTHERM_00161580	1806	1620.03	239	1.30836
TTHERM_00161570	2310	2124.03	315	1.31523
TTHERM_00161560	930	744.034	1257	14.9829
TTHERM_00161539	1347	1161.03	2595	19.8219
TTHERM_00161540	675	489.059	2387	43.2857
TTHERM_00161530	660	474.059	2714	50.7727
TTHERM_00161525	270	100.005	0	0
TTHERM_00161520	474	289.215	73	2.23849
TTHERM_00161510	468	283.301	105	3.28695
TTHERM_00161500	1773	1587.03	519	2.90024
TTHERM_00161490	561	375.177	1204	28.4606
TTHERM_00161480	258	90.2776	6327	621.542
TTHERM_00161459	690	504.034	728	12.8093
TTHERM_00161460	882	696.034	372	4.73986
TTHERM_00161450	5973	5787.03	164	0.251328
TTHERM_00161430	1278	1092.03	458	3.71948
TTHERM_00161419	1182	996.034	84	0.747925
TTHERM_00161420	1800	1614.03	2989	16.4235
TTHERM_00161410	2040	1854.03	514	2.45866
TTHERM_00161390	4023	3837.03	430	0.993861
TTHERM_00161370	1704	1518.03	172	1.00485
TTHERM_00161340	4080	3894.03	861	1.9609
TTHERM_00161330	3186	3000.03	313	0.925275
TTHERM_00161297	282	110.032	809	65.2051
TTHERM_00161298	1368	1182.03	112	0.840313
TTHERM_00161299	570	384.139	21	0.484824
TTHERM_00161300	5406	5220.03	126	0.214067
TTHERM_00161290	2874	2688.03	323	1.06566
TTHERM_00161279	2964	2778.03	267	0.852367
TTHERM_00161280	2985	2799.03	379	1.20084
TTHERM_00161270	648	462.059	1816	34.8555
TTHERM_00161260	1359	1173.03	5534	41.839
TTHERM_00161250	1353	1167.03	10269	78.0364
TTHERM_00161230	2577	2391.03	998	3.70167
TTHERM_00161220	2370	2184.03	327	1.32783
TTHERM_00161210	519	333.616	8668	230.422
TTHERM_00161200	270	100.005	27503	2439.01
TTHERM_00161180	1272	1086.03	949	7.74953
TTHERM_00161170	633	447.059	4815	95.5179
TTHERM_00161160	1206	1020.03	838	7.28588
TTHERM_00161150	1272	1086.03	349	2.84993
TTHERM_00161140	1257	1071.03	558	4.62044
TTHERM_00161130	975	789.034	57709	648.635
TTHERM_00161120	2424	2238.03	195	0.772717
TTHERM_00161110	1659	1473.03	819	4.93087
TTHERM_00161100	3477	3291.03	299	0.805734
TTHERM_00161090	1590	1404.03	560	3.53723
TTHERM_00161070	1212	1026.03	1699	14.6854
TTHERM_00161060	381	199.174	87407	3891.94
TTHERM_00161050	1527	1341.03	3369	22.2799
TTHERM_00161029	1785	1599.03	90	0.499157
TTHERM_00161030	1686	1500.03	346	2.04563
TTHERM_00161031	426	242.379	3	0.109769
TTHERM_00160999	456	271.579	60180	1965.21
TTHERM_00161000	369	187.91	12197	575.648
