target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	232.714	22	0.846379
TTHERM_00161860	4356	4166.01	16558	35.5839
TTHERM_00161850	1200	1010.01	1254	11.1157
TTHERM_00161840	498	308.586	1897	55.0371
TTHERM_00161830	1077	887.006	1695	17.1083
TTHERM_00161820	12579	12389	4054	2.92963
TTHERM_00161810	1179	989.006	2	0.0181049
TTHERM_00161800	2253	2063.01	1	0.00433975
TTHERM_00161879	501	311.586	4	0.114933
TTHERM_00161790	1458	1268.01	330	2.33001
TTHERM_00161780	699	509.006	249	4.37967
TTHERM_00161759	2763	2573.01	3195	11.1172
TTHERM_00161760	408	221.125	40	1.61952
TTHERM_00161750	1083	893.006	2514	25.2044
TTHERM_00161740	1548	1358.01	2479	16.3433
TTHERM_00161720	11100	10910	4084	3.3514
TTHERM_00161709	438	249.942	0	0
TTHERM_00161700	2685	2495.01	166	0.595664
TTHERM_00161690	2991	2801.01	1799	5.75019
TTHERM_00161680	3873	3683.01	118	0.286843
TTHERM_00161670	4260	4070.01	19	0.0417949
TTHERM_00161660	432	244.166	2249	82.4649
TTHERM_00161650	555	365.242	355	8.70187
TTHERM_00161640	1821	1631.01	272	1.49306
TTHERM_00161630	768	578.006	436	6.75335
TTHERM_00161620	633	443.051	882	17.823
TTHERM_00161578	1674	1484.01	33	0.199087
TTHERM_00161579	585	395.051	280	6.34556
TTHERM_00161580	1806	1616.01	208	1.15235
TTHERM_00161570	2310	2120.01	250	1.05577
TTHERM_00161560	930	740.006	598	7.23487
TTHERM_00161539	1347	1157.01	1990	15.3986
TTHERM_00161540	675	485.006	1670	30.8272
TTHERM_00161530	660	470.006	1266	24.1154
TTHERM_00161525	270	97.4345	0	0
TTHERM_00161520	474	284.909	38	1.1941
TTHERM_00161510	468	278.937	60	1.9258
TTHERM_00161500	1773	1583.01	323	1.82677
TTHERM_00161490	561	371.242	603	14.542
TTHERM_00161480	258	88.0908	883	89.7419
TTHERM_00161459	690	500.006	723	12.9458
TTHERM_00161460	882	692.006	111	1.43608
TTHERM_00161450	5973	5783.01	144	0.222933
TTHERM_00161430	1278	1088.01	103	0.847561
TTHERM_00161419	1182	992.006	101	0.911532
TTHERM_00161420	1800	1610.01	2225	12.3728
TTHERM_00161410	2040	1850.01	275	1.33084
TTHERM_00161390	4023	3833.01	628	1.46685
TTHERM_00161370	1704	1514.01	169	0.999365
TTHERM_00161340	4080	3890.01	1214	2.79404
