target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	237.091	10	0.464797
TTHERM_00161860	4356	4170.27	14919	39.4233
TTHERM_00161850	1200	1014.27	1122	12.1904
TTHERM_00161840	498	313.435	1276	44.8623
TTHERM_00161830	1077	891.27	1585	19.5974
TTHERM_00161820	12579	12393.3	4209	3.74258
TTHERM_00161810	1179	993.27	4	0.0443783
TTHERM_00161800	2253	2067.27	2	0.0106613
TTHERM_00161879	501	316.372	4	0.139329
TTHERM_00161790	1458	1272.27	220	1.90555
TTHERM_00161780	699	513.364	193	4.14295
TTHERM_00161759	2763	2577.27	2539	10.8563
TTHERM_00161760	408	225.66	63	3.07655
TTHERM_00161750	1083	897.27	671	8.24095
TTHERM_00161740	1548	1362.27	1538	12.4415
TTHERM_00161720	11100	10914.3	3614	3.64898
TTHERM_00161709	438	254.511	0	0
TTHERM_00161700	2685	2499.27	109	0.480608
TTHERM_00161690	2991	2805.27	1648	6.47382
TTHERM_00161680	3873	3687.27	155	0.463239
TTHERM_00161670	4260	4074.27	36	0.0973712
TTHERM_00161660	432	248.688	1383	61.2837
TTHERM_00161650	555	369.776	228	6.79477
TTHERM_00161640	1821	1635.27	199	1.34104
TTHERM_00161630	768	582.308	330	6.2451
TTHERM_00161620	633	447.456	720	17.7321
TTHERM_00161578	1674	1488.27	13	0.0962586
TTHERM_00161579	585	399.624	317	8.7415
TTHERM_00161580	1806	1620.27	120	0.816153
TTHERM_00161570	2310	2124.27	453	2.34999
TTHERM_00161560	930	744.308	639	9.46077
TTHERM_00161539	1347	1161.27	1931	18.3243
TTHERM_00161540	675	489.364	1510	34.0034
TTHERM_00161530	660	474.388	823	19.1181
TTHERM_00161525	270	100.878	0	0
TTHERM_00161520	474	289.873	31	1.1785
TTHERM_00161510	468	283.945	45	1.74645
TTHERM_00161500	1773	1587.27	373	2.58962
TTHERM_00161490	561	375.701	477	13.9912
TTHERM_00161480	258	90.9664	2920	353.737
TTHERM_00161459	690	504.364	567	12.3885
TTHERM_00161460	882	696.308	137	2.16819
TTHERM_00161450	5973	5787.27	332	0.632182
TTHERM_00161430	1278	1092.27	197	1.98753
TTHERM_00161419	1182	996.27	70	0.774281
TTHERM_00161420	1800	1614.27	2155	14.7112
TTHERM_00161410	2040	1854.27	436	2.59114
TTHERM_00161390	4023	3837.27	606	1.74032
TTHERM_00161370	1704	1518.27	183	1.32825
TTHERM_00161340	4080	3894.27	683	1.93274
TTHERM_00161330	3186	3000.27	505	1.85485
TTHERM_00161297	282	110.848	225	22.3683
TTHERM_00161298	1368	1182.27	100	0.932097
TTHERM_00161299	570	384.663	7	0.200537
TTHERM_00161300	5406	5220.27	125	0.263873
TTHERM_00161290	2874	2688.27	286	1.17239
TTHERM_00161279	2964	2778.27	220	0.872622
TTHERM_00161280	2985	2799.27	276	1.08653
TTHERM_00161270	648	462.411	2376	56.6234
TTHERM_00161260	1359	1173.27	2587	24.2983
TTHERM_00161250	1353	1167.27	9243	87.2609
TTHERM_00161230	2577	2391.27	1455	6.70521
TTHERM_00161220	2370	2184.27	570	2.87572
TTHERM_00161210	519	334.127	7743	255.373
TTHERM_00161200	270	100.878	21984	2401.53
TTHERM_00161180	1272	1086.27	670	6.79696
TTHERM_00161170	633	447.456	1722	42.4092
TTHERM_00161160	1206	1020.27	403	4.35279
TTHERM_00161150	1272	1086.27	109	1.10577
TTHERM_00161140	1257	1071.27	170	1.74875
TTHERM_00161130	975	789.27	50478	704.781
TTHERM_00161120	2424	2238.27	82	0.403719
TTHERM_00161110	1659	1473.27	172	1.28654
TTHERM_00161100	3477	3291.27	497	1.66407
TTHERM_00161090	1590	1404.27	246	1.93047
TTHERM_00161070	1212	1026.27	1761	18.9093
TTHERM_00161060	381	199.894	94829	5227.81
TTHERM_00161050	1527	1341.27	4738	38.9275
TTHERM_00161029	1785	1599.27	103	0.70973
TTHERM_00161030	1686	1500.27	202	1.48375
TTHERM_00161031	426	242.898	3	0.136106
TTHERM_00160999	456	272.183	65008	2631.99
TTHERM_00161000	369	188.457	11266	658.773
TTHERM_00160990	2208	2022.27	2623	14.2934
TTHERM_00160980	2232	2046.27	113	0.608546
TTHERM_00160970	2679	2493.27	205	0.906072
TTHERM_00160960	924	738.308	11088	165.498
TTHERM_00160950	3513	3327.27	446	1.47715
TTHERM_00160930	1521	1335.27	596	4.91875
TTHERM_00160920	2745	2559.27	930	4.00447
TTHERM_00160910	528	343.043	170	5.46108
TTHERM_00160868	570	384.663	109	3.12265
TTHERM_00160869	852	666.308	4459	73.7464
TTHERM_00160870	4725	4539.27	35	0.0849689
TTHERM_00160860	3444	3258.27	655	2.2153
TTHERM_00160849	1848	1662.27	410	2.71807
TTHERM_00160850	3318	3132.27	17	0.0598092
TTHERM_00160840	876	690.308	434	6.92827
TTHERM_00160830	3207	3021.27	233	0.849854
TTHERM_00160820	1203	1017.27	77	0.834127
TTHERM_00160810	1179	993.27	3391	37.6217
TTHERM_00160799	372	191.351	0	0
TTHERM_00160800	1179	993.27	1	0.0110946
TTHERM_00160795	360	180.095	0	0
TTHERM_00160790	1230	1044.27	977	10.31
TTHERM_00160780	3924	3738.27	1019	3.00387
TTHERM_00160775	468	283.945	1	0.03881
TTHERM_00160770	753	567.337	60779	1180.57
TTHERM_00160769	300	126.238	2090	182.445
TTHERM_00160760	750	564.337	15	0.292908
TTHERM_00160750	744	558.337	5758	113.646
TTHERM_00160740	1845	1659.27	324	2.15182
TTHERM_00160719	1038	852.27	74	0.956825
TTHERM_00160720	3192	3006.27	1408	5.16122
TTHERM_00160710	2085	1899.27	925	5.36702
TTHERM_00160700	1791	1605.27	661	4.53765
TTHERM_00160690	309	134.048	4841	397.973
TTHERM_00160680	1866	1680.27	2462	16.1468
TTHERM_00160670	1803	1617.27	2190	14.9224
TTHERM_00160660	1095	909.27	239	2.89656
TTHERM_00160650	945	759.27	72	1.04499
TTHERM_00160640	939	753.27	12	0.175553
TTHERM_00160630	897	711.308	9	0.139432
TTHERM_00160620	1197	1011.27	245	2.66979
TTHERM_00160610	1842	1656.27	81	0.538929
TTHERM_00160603	1677	1491.27	33	0.243857
TTHERM_00160600	2538	2352.27	3	0.0140544
TTHERM_00160595	2187	2001.27	14	0.0770904
TTHERM_00160590	2484	2298.27	4	0.0191795
TTHERM_00160580	2853	2667.27	123	0.508178
TTHERM_00160559	3579	3393.27	299	0.971026
TTHERM_00160560	801	615.308	64	1.14621
TTHERM_00160550	6921	6735.27	771	1.26147
TTHERM_00160539	636	450.434	8	0.195721
TTHERM_00160540	630	444.479	0	0
TTHERM_00158528	624	438.479	0	0
TTHERM_00158529	639	453.434	12	0.291639
TTHERM_00158530	741	555.337	2	0.0396873
TTHERM_00158525	126	13.1117	0	0
TTHERM_00188520	2121	1935.27	245876	1400.08
TTHERM_00158510	1860	1674.27	112	0.737175
TTHERM_00158500	2022	1836.27	43	0.258054
TTHERM_00158490	1479	1293.27	204	1.73828
TTHERM_00158480	1791	1605.27	345	2.36837
TTHERM_00158459	2130	1944.27	153	0.867187
TTHERM_00158460	2937	2751.27	244	0.977315
TTHERM_00158450	1770	1584.27	489	3.4014
TTHERM_00158440	1008	822.27	237	3.17623
TTHERM_00158430	3966	3780.27	160	0.466418
TTHERM_00158420	3816	3630.27	1531	4.64744
TTHERM_00158388	114	12.1853	0	0
TTHERM_00158389	1242	1056.27	136	1.41887
TTHERM_00158390	342	163.434	734	49.4915
TTHERM_00158380	4938	4752.27	486	1.12697
TTHERM_00158370	1821	1635.27	1252	8.43709
TTHERM_00158368	543	357.885	52	1.60117
TTHERM_00158360	519	334.127	2591	85.4542
TTHERM_00158340	5007	4821.27	324	0.740562
TTHERM_00158330	3495	3309.27	15	0.0499502
TTHERM_00158320	3546	3360.27	919	3.01383
TTHERM_00158310	2364	2178.27	31	0.15683
TTHERM_00158289	1173	987.27	15	0.16743
