target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	235.648	40	1.4315
TTHERM_00161860	4356	4169.31	13722	27.7554
TTHERM_00161850	1200	1013.31	270	2.24707
TTHERM_00161840	498	312	3042	82.2241
TTHERM_00161830	1077	890.306	933	8.83764
TTHERM_00161820	12579	12392.3	3394	2.30969
TTHERM_00161810	1179	992.306	2	0.0169972
TTHERM_00161800	2253	2066.31	2	0.00816262
TTHERM_00161879	501	314.953	24	0.642628
TTHERM_00161790	1458	1271.31	415	2.75291
TTHERM_00161780	699	512.306	485	7.98374
TTHERM_00161759	2763	2576.31	1466	4.79878
TTHERM_00161760	408	224.123	28	1.05358
TTHERM_00161750	1083	896.306	2569	24.1714
TTHERM_00161740	1548	1361.31	1593	9.86857
TTHERM_00161720	11100	10913.3	3241	2.50448
TTHERM_00161709	438	253.049	0	0
TTHERM_00161700	2685	2498.31	140	0.472582
TTHERM_00161690	2991	2804.31	1977	5.94532
TTHERM_00161680	3873	3686.31	178	0.407214
TTHERM_00161670	4260	4073.31	60	0.124222
TTHERM_00161660	432	247.187	2284	77.9229
TTHERM_00161650	555	368.615	678	15.5114
TTHERM_00161640	1821	1634.31	239	1.23327
TTHERM_00161630	768	581.306	410	5.94803
TTHERM_00161620	633	446.354	1547	29.2284
TTHERM_00161578	1674	1487.31	66	0.374229
TTHERM_00161579	585	398.5	325	6.8778
TTHERM_00161580	1806	1619.31	325	1.69258
TTHERM_00161570	2310	2123.31	22	0.0873785
TTHERM_00161560	930	743.306	1850	20.9893
TTHERM_00161539	1347	1160.31	1432	10.4079
TTHERM_00161540	675	488.331	2506	43.2774
TTHERM_00161530	660	473.331	3051	54.359
TTHERM_00161525	270	99.5949	1	0.0846754
TTHERM_00161520	474	288.328	83	2.42765
TTHERM_00161510	468	282.485	37	1.10459
TTHERM_00161500	1773	1586.31	389	2.06803
TTHERM_00161490	561	374.615	1072	24.1326
TTHERM_00161480	258	89.7826	350	32.8754
TTHERM_00161459	690	503.306	980	16.4206
TTHERM_00161460	882	695.306	245	2.97156
TTHERM_00161450	5973	5786.31	121	0.176351
TTHERM_00161430	1278	1091.31	99	0.765038
TTHERM_00161419	1182	995.306	94	0.796463
TTHERM_00161420	1800	1613.31	2889	15.1017
TTHERM_00161410	2040	1853.31	236	1.07389
TTHERM_00161390	4023	3836.31	255	0.560559
TTHERM_00161370	1704	1517.31	204	1.13384
TTHERM_00161340	4080	3893.31	1311	2.83974
TTHERM_00161330	3186	2999.31	32	0.0899753
TTHERM_00161297	282	109.443	625	48.1599
TTHERM_00161298	1368	1181.31	16	0.114223
TTHERM_00161299	570	383.539	12	0.263855
TTHERM_00161300	5406	5219.31	112	0.180967
TTHERM_00161290	2874	2687.31	261	0.819064
TTHERM_00161279	2964	2777.31	353	1.07188
TTHERM_00161280	2985	2798.31	155	0.467123
TTHERM_00161270	648	461.331	1268	23.1793
TTHERM_00161260	1359	1172.31	8562	61.5926
TTHERM_00161250	1353	1166.31	14910	107.81
TTHERM_00161230	2577	2390.31	954	3.36581
TTHERM_00161220	2370	2183.31	517	1.99696
TTHERM_00161210	519	332.825	8356	211.727
TTHERM_00161200	270	99.5949	27147	2298.68
TTHERM_00161180	1272	1085.31	1120	8.70282
TTHERM_00161170	633	446.354	3184	60.1573
TTHERM_00161160	1206	1019.31	85	0.703248
TTHERM_00161150	1272	1085.31	625	4.85648
TTHERM_00161140	1257	1070.31	680	5.35791
TTHERM_00161130	975	788.306	58907	630.182
TTHERM_00161120	2424	2237.31	543	2.04677
TTHERM_00161110	1659	1472.31	520	2.97851
TTHERM_00161100	3477	3290.31	123	0.315256
TTHERM_00161090	1590	1403.31	700	4.20668
TTHERM_00161070	1212	1025.31	1526	12.5515
TTHERM_00161060	381	198.357	88164	3748.34
TTHERM_00161050	1527	1340.31	3366	21.1789
TTHERM_00161029	1785	1598.31	67	0.353516
TTHERM_00161030	1686	1499.31	425	2.39052
TTHERM_00161031	426	241.444	10	0.349283
TTHERM_00160999	456	270.693	62335	1942
TTHERM_00161000	369	187.028	13214	595.828
TTHERM_00160990	2208	2021.31	1959	8.17329
TTHERM_00160980	2232	2045.31	237	0.977202
TTHERM_00160970	2679	2492.31	134	0.453417
TTHERM_00160960	924	737.306	11393	130.312
TTHERM_00160950	3513	3326.31	499	1.26512
TTHERM_00160930	1521	1334.31	1155	7.29997
TTHERM_00160920	2745	2558.31	33	0.108782
TTHERM_00160910	528	341.791	506	12.4849
TTHERM_00160868	570	383.539	373	8.2015
TTHERM_00160869	852	665.306	3336	42.2862
TTHERM_00160870	4725	4538.31	42	0.0780459
TTHERM_00160860	3444	3257.31	438	1.13399
TTHERM_00160849	1848	1661.31	890	4.51788
TTHERM_00160850	3318	3131.31	19	0.0511708
TTHERM_00160840	876	689.306	1049	12.8339
TTHERM_00160830	3207	3020.31	196	0.547267
TTHERM_00160820	1203	1016.31	68	0.564259
TTHERM_00160810	1179	992.306	3755	31.9123
TTHERM_00160799	372	189.799	0	0
TTHERM_00160800	1179	992.306	22	0.18697
TTHERM_00160795	360	178.737	0	0
TTHERM_00160790	1230	1043.31	1161	9.38458
TTHERM_00160780	3924	3737.31	56	0.126364
TTHERM_00160775	468	282.485	0	0
TTHERM_00160770	753	566.306	18326	272.904
TTHERM_00160769	300	124.794	1185	80.0788
TTHERM_00160760	750	563.306	10	0.14971
TTHERM_00160750	744	557.306	5348	80.9267
TTHERM_00160740	1845	1658.31	24	0.122051
TTHERM_00160719	1038	851.306	283	2.80346
TTHERM_00160720	3192	3005.31	1108	3.10918
TTHERM_00160710	2085	1898.31	1037	4.60688
TTHERM_00160700	1791	1604.31	2946	15.486
TTHERM_00160690	309	132.707	7634	485.124
TTHERM_00160680	1866	1679.31	4632	23.2612
TTHERM_00160670	1803	1616.31	1973	10.2943
TTHERM_00160660	1095	908.306	354	3.28674
TTHERM_00160650	945	758.306	37	0.411482
TTHERM_00160640	939	752.306	10	0.112098
TTHERM_00160630	897	710.306	10	0.118727
TTHERM_00160620	1197	1010.31	442	3.68947
TTHERM_00160610	1842	1655.31	292	1.48764
TTHERM_00160603	1677	1490.31	98	0.554555
TTHERM_00160600	2538	2351.31	7	0.0251063
TTHERM_00160595	2187	2000.31	21	0.0885354
TTHERM_00160590	2484	2297.31	6	0.0220255
TTHERM_00160580	2853	2666.31	208	0.657881
TTHERM_00160559	3579	3392.31	329	0.817891
TTHERM_00160560	801	614.306	387	5.31276
TTHERM_00160550	6921	6734.31	1594	1.99613
TTHERM_00160539	636	449.354	24	0.45042
TTHERM_00160540	630	443.354	9	0.171193
TTHERM_00158528	624	437.376	33	0.636288
TTHERM_00158529	639	452.331	52	0.969486
TTHERM_00158530	741	554.306	60	0.912842
TTHERM_00158525	126	13.2033	0	0
TTHERM_00188520	2121	1934.31	52001	226.715
TTHERM_00158510	1860	1673.31	79	0.398149
TTHERM_00158500	2022	1835.31	91	0.418145
TTHERM_00158490	1479	1292.31	229	1.49439
TTHERM_00158480	1791	1604.31	836	4.39454
TTHERM_00158459	2130	1943.31	138	0.598869
TTHERM_00158460	2937	2750.31	212	0.650054
TTHERM_00158450	1770	1583.31	1154	6.1466
TTHERM_00158440	1008	821.306	32	0.328578
TTHERM_00158430	3966	3779.31	209	0.466368
TTHERM_00158420	3816	3629.31	1842	4.28016
TTHERM_00158388	114	13.8184	0	0
TTHERM_00158389	1242	1055.31	238	1.90192
TTHERM_00158390	342	162.148	2167	112.705
TTHERM_00158380	4938	4751.31	103	0.182818
TTHERM_00158370	1821	1634.31	1463	7.54927
TTHERM_00158368	543	356.687	41	0.969373
TTHERM_00158360	519	332.825	1032	26.1492
TTHERM_00158340	5007	4820.31	379	0.663069
TTHERM_00158330	3495	3308.31	8	0.0203929
TTHERM_00158320	3546	3359.31	1804	4.52878
TTHERM_00158310	2364	2177.31	21	0.0813381
TTHERM_00158289	1173	986.306	321	2.74465
TTHERM_00158290	1887	1700.31	785	3.89347
TTHERM_00158280	750	563.306	913	13.6685
TTHERM_00158270	459	273.639	4643	143.092
TTHERM_00158260	7560	7373.31	222	0.253913
