target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	231.088	41	1.6253
TTHERM_00161860	4356	4163.63	16546	36.4039
TTHERM_00161850	1200	1007.63	1531	13.9188
TTHERM_00161840	498	306.878	2514	75.0457
TTHERM_00161830	1077	884.631	1569	16.2475
TTHERM_00161820	12579	12386.6	3558	2.63135
TTHERM_00161810	1179	986.631	2	0.0185696
TTHERM_00161800	2253	2060.63	3	0.0133367
TTHERM_00161879	501	309.847	9	0.266086
TTHERM_00161790	1458	1265.63	344	2.48988
TTHERM_00161780	699	506.717	369	6.67094
TTHERM_00161759	2763	2570.63	2546	9.07288
TTHERM_00161760	408	219.785	39	1.62552
TTHERM_00161750	1083	890.631	1567	16.1175
TTHERM_00161740	1548	1355.63	1894	12.7987
TTHERM_00161720	11100	10907.6	3157	2.65137
TTHERM_00161709	438	248.463	0	0
TTHERM_00161700	2685	2492.63	113	0.415286
TTHERM_00161690	2991	2798.63	1859	6.085
TTHERM_00161680	3873	3680.63	141	0.350932
TTHERM_00161670	4260	4067.63	28	0.0630584
TTHERM_00161660	432	242.636	1894	71.5075
TTHERM_00161650	555	363.201	396	9.98791
TTHERM_00161640	1821	1628.63	299	1.6818
TTHERM_00161630	768	575.662	460	7.32009
TTHERM_00161620	633	440.812	1274	26.4754
TTHERM_00161578	1674	1481.63	29	0.179302
TTHERM_00161579	585	392.957	401	9.34816
TTHERM_00161580	1806	1613.63	175	0.993483
TTHERM_00161570	2310	2117.63	406	1.75631
TTHERM_00161560	930	737.631	934	11.5994
TTHERM_00161539	1347	1154.63	2209	17.5259
TTHERM_00161540	675	482.766	1904	36.1291
TTHERM_00161530	660	467.79	1681	32.9187
TTHERM_00161525	270	97.1863	1	0.0942587
TTHERM_00161520	474	283.363	44	1.42245
TTHERM_00161510	468	277.517	80	2.64075
TTHERM_00161500	1773	1580.63	456	2.64278
TTHERM_00161490	561	369.146	798	19.803
TTHERM_00161480	258	87.5108	2945	308.284
TTHERM_00161459	690	497.717	633	11.6506
TTHERM_00161460	882	689.631	176	2.33788
TTHERM_00161450	5973	5780.63	206	0.326451
TTHERM_00161430	1278	1085.63	247	2.08421
TTHERM_00161419	1182	989.631	79	0.731275
TTHERM_00161420	1800	1607.63	2434	13.8695
TTHERM_00161410	2040	1847.63	473	2.34516
TTHERM_00161390	4023	3830.63	695	1.66204
TTHERM_00161370	1704	1511.63	182	1.10294
TTHERM_00161340	4080	3887.63	928	2.1867
TTHERM_00161330	3186	2993.63	404	1.23626
TTHERM_00161297	282	106.866	482	41.3174
TTHERM_00161298	1368	1175.63	68	0.529864
TTHERM_00161299	570	378.015	16	0.387737
TTHERM_00161300	5406	5213.63	124	0.217875
TTHERM_00161290	2874	2681.63	287	0.980414
TTHERM_00161279	2964	2771.63	266	0.87917
TTHERM_00161280	2985	2792.63	276	0.905362
TTHERM_00161270	648	455.79	2230	44.8195
TTHERM_00161260	1359	1166.63	4025	31.6052
TTHERM_00161250	1353	1160.63	11697	92.3224
TTHERM_00161230	2577	2384.63	1385	5.32053
TTHERM_00161220	2370	2177.63	480	2.01922
TTHERM_00161210	519	327.58	8269	231.24
TTHERM_00161200	270	97.1863	24967	2353.36
TTHERM_00161180	1272	1079.63	1047	8.88378
TTHERM_00161170	633	440.812	3934	81.7537
TTHERM_00161160	1206	1013.63	537	4.85312
TTHERM_00161150	1272	1079.63	251	2.12973
TTHERM_00161140	1257	1064.63	299	2.57276
TTHERM_00161130	975	782.631	53847	630.277
TTHERM_00161120	2424	2231.63	144	0.591108
TTHERM_00161110	1659	1466.63	479	2.99186
TTHERM_00161100	3477	3284.63	331	0.923141
TTHERM_00161090	1590	1397.63	527	3.45418
TTHERM_00161070	1212	1019.63	1675	15.0487
TTHERM_00161060	381	194.194	91972	4338.58
TTHERM_00161050	1527	1334.63	4262	29.2536
TTHERM_00161029	1785	1592.63	91	0.523423
TTHERM_00161030	1686	1493.63	321	1.96874
TTHERM_00161031	426	236.806	3	0.116053
