target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	234.367	12	0.537365
TTHERM_00161860	4356	4167.25	19651	49.4903
TTHERM_00161850	1200	1011.25	3282	34.0616
TTHERM_00161840	498	310.183	1561	52.8166
TTHERM_00161830	1077	888.25	1716	20.2753
TTHERM_00161820	12579	12390.2	2978	2.52249
TTHERM_00161810	1179	990.25	0	0
TTHERM_00161800	2253	2064.25	4	0.0203368
TTHERM_00161879	501	313.167	0	0
TTHERM_00161790	1458	1269.25	110	0.909559
TTHERM_00161780	699	510.303	163	3.35232
TTHERM_00161759	2763	2574.25	2363	9.63382
TTHERM_00161760	408	222.828	49	2.30788
TTHERM_00161750	1083	894.25	1641	19.2591
TTHERM_00161740	1548	1359.25	2158	16.6624
TTHERM_00161720	11100	10911.2	2875	2.76534
TTHERM_00161709	438	251.685	0	0
TTHERM_00161700	2685	2496.25	95	0.399412
TTHERM_00161690	2991	2802.25	1608	6.02233
TTHERM_00161680	3873	3684.25	87	0.247831
TTHERM_00161670	4260	4071.25	22	0.0567127
TTHERM_00161660	432	245.86	585	24.972
TTHERM_00161650	555	366.665	323	9.24525
TTHERM_00161640	1821	1632.25	514	3.30493
TTHERM_00161630	768	579.25	301	5.45363
TTHERM_00161620	633	444.373	704	16.6269
TTHERM_00161578	1674	1485.25	13	0.0918606
TTHERM_00161579	585	396.455	370	9.79474
TTHERM_00161580	1806	1617.25	122	0.791713
TTHERM_00161570	2310	2121.25	55	0.272117
TTHERM_00161560	930	741.25	512	7.24921
TTHERM_00161539	1347	1158.25	1817	16.4641
TTHERM_00161540	675	486.328	1333	28.7664
TTHERM_00161530	660	471.328	849	18.9047
TTHERM_00161525	270	98.6053	0	0
TTHERM_00161520	474	286.618	21	0.768955
TTHERM_00161510	468	280.86	39	1.45734
TTHERM_00161500	1773	1584.25	170	1.12619
TTHERM_00161490	561	372.646	255	7.18172
TTHERM_00161480	258	89.2813	1511	177.619
TTHERM_00161459	690	501.328	553	11.5768
TTHERM_00161460	882	693.25	131	1.9832
TTHERM_00161450	5973	5784.25	135	0.244947
TTHERM_00161430	1278	1089.25	91	0.876797
TTHERM_00161419	1182	993.25	96	1.01437
TTHERM_00161420	1800	1611.25	2271	14.7924
TTHERM_00161410	2040	1851.25	181	1.02612
TTHERM_00161390	4023	3834.25	171	0.468059
TTHERM_00161370	1704	1515.25	181	1.25366
TTHERM_00161340	4080	3891.25	486	1.31079
TTHERM_00161330	3186	2997.25	135	0.472711
TTHERM_00161297	282	108.375	173	16.7534
TTHERM_00161298	1368	1179.25	146	1.29937
TTHERM_00161299	570	381.552	8	0.22005
TTHERM_00161300	5406	5217.25	56	0.11265
TTHERM_00161290	2874	2685.25	132	0.515911
TTHERM_00161279	2964	2775.25	193	0.729862
TTHERM_00161280	2985	2796.25	158	0.593016
TTHERM_00161270	648	459.328	1126	25.7277
TTHERM_00161260	1359	1170.25	3002	26.9226
TTHERM_00161250	1353	1164.25	10454	94.237
TTHERM_00161230	2577	2388.25	962	4.22747
TTHERM_00161220	2370	2181.25	273	1.31354
TTHERM_00161210	519	330.926	7248	229.865
TTHERM_00161200	270	98.6053	22163	2358.92
TTHERM_00161180	1272	1083.25	1311	12.7016
TTHERM_00161170	633	444.373	1299	30.6794
TTHERM_00161160	1206	1017.25	141	1.45471
TTHERM_00161150	1272	1083.25	82	0.794457
TTHERM_00161140	1257	1068.25	125	1.22807
TTHERM_00161130	975	786.25	68139	909.537
TTHERM_00161120	2424	2235.25	123	0.577516
TTHERM_00161110	1659	1470.25	95	0.678138
TTHERM_00161100	3477	3288.25	327	1.04368
TTHERM_00161090	1590	1401.25	326	2.44167
TTHERM_00161070	1212	1023.25	1749	17.9388
TTHERM_00161060	381	197.22	95539	5084.1
TTHERM_00161050	1527	1338.25	4699	36.8514
TTHERM_00161029	1785	1596.25	65	0.427364
TTHERM_00161030	1686	1497.25	189	1.32481
TTHERM_00161031	426	240.093	1	0.0437126
TTHERM_00160999	456	269.191	72851	2840.28
TTHERM_00161000	369	185.962	11348	640.443
TTHERM_00160990	2208	2019.25	2277	11.8347
TTHERM_00160980	2232	2043.25	144	0.73965
TTHERM_00160970	2679	2490.25	102	0.429875
TTHERM_00160960	924	735.25	10923	155.917
TTHERM_00160950	3513	3324.25	358	1.13025
TTHERM_00160930	1521	1332.25	336	2.64691
TTHERM_00160920	2745	2556.25	147	0.603531
TTHERM_00160910	528	339.825	229	7.07238
TTHERM_00160868	570	381.552	173	4.75858
TTHERM_00160869	852	663.25	2553	40.3979
TTHERM_00160870	4725	4536.25	23	0.0532128
TTHERM_00160860	3444	3255.25	434	1.39924
TTHERM_00160849	1848	1659.25	403	2.54905
TTHERM_00160850	3318	3129.25	11	0.0368925
TTHERM_00160840	876	687.25	352	5.37543
TTHERM_00160830	3207	3018.25	174	0.605033
TTHERM_00160820	1203	1014.25	76	0.786419
TTHERM_00160810	1179	990.25	1889	20.0204
TTHERM_00160799	372	188.723	0	0
TTHERM_00160800	1179	990.25	3	0.0317952
TTHERM_00160795	360	177.725	0	0
TTHERM_00160790	1230	1041.25	945	9.52494
TTHERM_00160780	3924	3735.25	276	0.775487
TTHERM_00160775	468	280.86	0	0
TTHERM_00160770	753	564.25	46198	859.284
TTHERM_00160769	300	123.496	2060	175.064
TTHERM_00160760	750	561.25	14	0.261792
TTHERM_00160750	744	555.25	5842	110.423
TTHERM_00160740	1845	1656.25	64	0.405545
TTHERM_00160719	1038	849.25	105	1.29759
TTHERM_00160720	3192	3003.25	2787	9.73937
TTHERM_00160710	2085	1896.25	998	5.52358
TTHERM_00160700	1791	1602.25	709	4.6441
TTHERM_00160690	309	131.37	4556	363.975
TTHERM_00160680	1866	1677.25	3139	19.6417
TTHERM_00160670	1803	1614.25	2314	15.0445
TTHERM_00160660	1095	906.25	210	2.43196
TTHERM_00160650	945	756.25	47	0.652256
TTHERM_00160640	939	750.25	13	0.181854
TTHERM_00160630	897	708.25	4	0.0592733
TTHERM_00160620	1197	1008.25	248	2.58148
TTHERM_00160610	1842	1653.25	64	0.406281
TTHERM_00160603	1677	1488.25	22	0.155143
TTHERM_00160600	2538	2349.25	2	0.00893483
TTHERM_00160595	2187	1998.25	7	0.0367649
TTHERM_00160590	2484	2295.25	3	0.0137176
TTHERM_00160580	2853	2664.25	131	0.516038
TTHERM_00160559	3579	3390.25	386	1.19493
TTHERM_00160560	801	612.25	69	1.18278
TTHERM_00160550	6921	6732.25	823	1.28299
TTHERM_00160539	636	447.373	3	0.0703779
TTHERM_00160540	630	441.373	0	0
TTHERM_00158528	624	435.373	0	0
TTHERM_00158529	639	450.373	7	0.163121
TTHERM_00158530	741	552.25	4	0.0760168
TTHERM_00158525	126	12.8013	0	0
TTHERM_00188520	2121	1932.25	272925	1482.4
TTHERM_00158510	1860	1671.25	74	0.464703
TTHERM_00158500	2022	1833.25	31	0.17747
TTHERM_00158490	1479	1290.25	251	2.04167
TTHERM_00158480	1791	1602.25	372	2.43668
TTHERM_00158459	2130	1941.25	149	0.805546
TTHERM_00158460	2937	2748.25	144	0.54991
TTHERM_00158450	1770	1581.25	387	2.5686
TTHERM_00158440	1008	819.25	31	0.397128
TTHERM_00158430	3966	3777.25	85	0.236172
TTHERM_00158420	3816	3627.25	943	2.72847
TTHERM_00158388	114	12.5542	0	0
TTHERM_00158389	1242	1053.25	82	0.817086
TTHERM_00158390	342	161.089	369	24.0406
TTHERM_00158380	4938	4749.25	158	0.349154
TTHERM_00158370	1821	1632.25	1207	7.76079
TTHERM_00158368	543	354.773	29	0.857892
TTHERM_00158360	519	330.926	2006	63.6188
TTHERM_00158340	5007	4818.25	272	0.592468
TTHERM_00158330	3495	3306.25	3	0.00952294
TTHERM_00158320	3546	3357.25	908	2.83849
TTHERM_00158310	2364	2175.25	14	0.0675467
TTHERM_00158289	1173	984.25	11	0.117293
TTHERM_00158290	1887	1698.25	392	2.42253
TTHERM_00158280	750	561.25	418	7.81637
TTHERM_00158270	459	272.082	1710	65.9601
TTHERM_00158260	7560	7371.25	353	0.502596
TTHERM_00158239	1482	1293.25	24	0.194766
TTHERM_00158240	3414	3225.25	321	1.04454
TTHERM_00158230	798	609.25	426	7.33837
TTHERM_00158220	4968	4779.25	194	0.426017
TTHERM_00158210	759	570.25	5396	99.3098
TTHERM_00158200	690	501.328	38	0.795512
TTHERM_00158190	1398	1209.25	1851	16.0648
TTHERM_00158180	2463	2274.25	694	3.20263
TTHERM_00158170	1263	1074.25	58	0.566641
TTHERM_00158160	2076	1887.25	39	0.216881
TTHERM_00158150	2292	2103.25	347	1.73151
TTHERM_00158148	1245	1056.25	0	0
TTHERM_00158140	1254	1065.25	1	0.00985221
TTHERM_00158120	594	405.415	0	0
TTHERM_00158110	1218	1029.25	0	0
TTHERM_00158100	702	513.303	0	0
TTHERM_00158080	1086	897.25	0	0
TTHERM_00158075	378	194.46	0	0
TTHERM_00108060	411	225.68	0	0
TTHERM_00158049	1854	1665.25	360	2.26886
TTHERM_00158050	1947	1758.25	1331	7.9448
TTHERM_00158040	558	369.646	17460	495.728
TTHERM_00158019	2352	2163.25	4	0.0194061
TTHERM_00158020	1326	1137.25	3376	31.1553
TTHERM_00158010	1038	849.25	0	0
TTHERM_00158005	363	180.477	0	0
TTHERM_00158000	678	489.328	8013	171.862
TTHERM_00157980	1008	819.25	222	2.84395
TTHERM_00157959	1746	1557.25	376	2.53405
TTHERM_00157960	291	115.777	39	3.53532
TTHERM_00157950	4629	4440.25	1289	3.04671
TTHERM_00157929	1524	1335.25	3842	30.1981
TTHERM_00157930	2475	2286.25	468	2.14836
TTHERM_00157910	1734	1545.25	107	0.726725
TTHERM_00157889	1473	1284.25	4038	32.9991
TTHERM_00157890	5247	5058.25	1054	2.18688
TTHERM_00157885	1353	1164.25	1	0.00901445
TTHERM_00157880	942	753.25	237	3.30213
TTHERM_00157849	10104	9915.25	150	0.158772
TTHERM_00157850	7101	6912.25	251	0.381101
TTHERM_00157830	1278	1089.25	145	1.39709
TTHERM_00157809	1569	1380.25	880	6.6913
TTHERM_00157810	591	402.435	6707	174.911
TTHERM_00157800	1458	1269.25	960	7.93797
