target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	229.852	11	0.400252
TTHERM_00161860	4356	4162.92	15250	30.638
TTHERM_00161850	1200	1006.92	1409	11.7032
TTHERM_00161840	498	306.088	1494	40.822
TTHERM_00161830	1077	883.92	1689	15.9811
TTHERM_00161820	12579	12385.9	5308	3.5842
TTHERM_00161810	1179	985.92	2	0.0169659
TTHERM_00161800	2253	2059.92	4	0.0162405
TTHERM_00161879	501	309.072	7	0.189421
TTHERM_00161790	1458	1264.92	334	2.20837
TTHERM_00161780	699	505.98	215	3.55381
TTHERM_00161759	2763	2569.92	3638	11.8395
TTHERM_00161760	408	218.461	201	7.69504
TTHERM_00161750	1083	889.92	3725	35.0078
TTHERM_00161740	1548	1354.92	2332	14.3948
TTHERM_00161720	11100	10906.9	5462	4.18831
TTHERM_00161709	438	247.159	0	0
TTHERM_00161700	2685	2491.92	210	0.704814
TTHERM_00161690	2991	2797.92	1801	5.38354
TTHERM_00161680	3873	3679.92	118	0.268184
TTHERM_00161670	4260	4066.92	20	0.0411295
TTHERM_00161660	432	241.343	1891	65.5308
TTHERM_00161650	555	362.571	349	8.05048
TTHERM_00161640	1821	1627.92	454	2.33245
TTHERM_00161630	768	574.954	424	6.16768
TTHERM_00161620	633	440.12	736	13.9861
TTHERM_00161578	1674	1480.92	33	0.186368
TTHERM_00161579	585	392.345	509	10.8502
TTHERM_00161580	1806	1612.92	171	0.886692
TTHERM_00161570	2310	2116.92	63	0.2489
TTHERM_00161560	930	736.92	403	4.57377
TTHERM_00161539	1347	1153.92	1699	12.3142
TTHERM_00161540	675	482.005	1629	28.2657
TTHERM_00161530	660	467.052	1053	18.8561
TTHERM_00161525	270	95.4591	0	0
TTHERM_00161520	474	282.527	22	0.651256
TTHERM_00161510	468	276.569	74	2.23778
TTHERM_00161500	1773	1579.92	257	1.36047
TTHERM_00161490	561	368.516	418	9.48658
TTHERM_00161480	258	86.0093	676	65.7341
TTHERM_00161459	690	497.005	876	14.7412
TTHERM_00161460	882	688.954	133	1.61455
TTHERM_00161450	5973	5779.92	154	0.222837
TTHERM_00161430	1278	1084.92	76	0.585875
TTHERM_00161419	1182	988.92	112	0.94721
TTHERM_00161420	1800	1606.92	2267	11.799
TTHERM_00161410	2040	1846.92	137	0.620386
TTHERM_00161390	4023	3829.92	336	0.733734
TTHERM_00161370	1704	1510.92	149	0.824773
TTHERM_00161340	4080	3886.92	1571	3.38034
TTHERM_00161330	3186	2992.92	90	0.251499
TTHERM_00161297	282	105.327	239	18.978
TTHERM_00161298	1368	1174.92	93	0.662009
TTHERM_00161299	570	377.441	5	0.110793
TTHERM_00161300	5406	5212.92	83	0.133164
TTHERM_00161290	2874	2680.92	192	0.598972
TTHERM_00161279	2964	2770.92	297	0.896441
TTHERM_00161280	2985	2791.92	143	0.428373
TTHERM_00161270	648	455.075	1509	27.7329
TTHERM_00161260	1359	1165.92	4480	32.1365
TTHERM_00161250	1353	1159.92	17380	125.317
TTHERM_00161230	2577	2383.92	1203	4.22049
TTHERM_00161220	2370	2176.92	407	1.56366
TTHERM_00161210	519	326.881	8997	230.196
TTHERM_00161200	270	95.4591	25908	2269.9
TTHERM_00161180	1272	1078.92	2890	22.4026
TTHERM_00161170	633	440.12	1895	36.0104
TTHERM_00161160	1206	1012.92	75	0.619264
TTHERM_00161150	1272	1078.92	121	0.937963
TTHERM_00161140	1257	1063.92	213	1.6744
TTHERM_00161130	975	781.92	66232	708.427
TTHERM_00161120	2424	2230.92	249	0.933479
TTHERM_00161110	1659	1465.92	299	1.70589
TTHERM_00161100	3477	3283.92	253	0.644343
TTHERM_00161090	1590	1396.92	871	5.21478
TTHERM_00161070	1212	1018.92	2171	17.8201
TTHERM_00161060	381	193.031	111414	4827.26
TTHERM_00161050	1527	1333.92	5842	36.6287
TTHERM_00161029	1785	1591.92	103	0.541135
TTHERM_00161030	1686	1492.92	429	2.40331
TTHERM_00161031	426	235.535	4	0.142034
TTHERM_00160999	456	264.826	94627	2988.43
TTHERM_00161000	369	181.822	13062	600.83
TTHERM_00160990	2208	2014.92	2800	11.6222
TTHERM_00160980	2232	2038.92	219	0.898325
TTHERM_00160970	2679	2485.92	129	0.434002
TTHERM_00160960	924	730.92	11626	133.03
TTHERM_00160950	3513	3319.92	392	0.987524
TTHERM_00160930	1521	1327.92	959	6.03999
TTHERM_00160920	2745	2551.92	118	0.386727
TTHERM_00160910	528	335.831	237	5.90223
TTHERM_00160868	570	377.441	164	3.63399
TTHERM_00160869	852	658.954	3718	47.1893
TTHERM_00160870	4725	4531.92	26	0.0479822
TTHERM_00160860	3444	3250.92	632	1.62592
TTHERM_00160849	1848	1654.92	1104	5.57932
TTHERM_00160850	3318	3124.92	23	0.0615571
TTHERM_00160840	876	682.954	338	4.13918
TTHERM_00160830	3207	3013.92	338	0.937938
TTHERM_00160820	1203	1009.92	85	0.703917
TTHERM_00160810	1179	985.92	4846	41.1085
TTHERM_00160799	372	184.616	0	0
TTHERM_00160800	1179	985.92	9	0.0763467
TTHERM_00160795	360	173.458	0	0
TTHERM_00160790	1230	1036.92	896	7.2269
TTHERM_00160780	3924	3730.92	166	0.372119
TTHERM_00160775	468	276.569	2	0.0604806
TTHERM_00160770	753	559.954	46347	692.243
TTHERM_00160769	300	120.24	1129	78.5295
TTHERM_00160760	750	556.954	14	0.210231
TTHERM_00160750	744	550.954	6312	95.8166
TTHERM_00160740	1845	1651.92	30	0.151887
TTHERM_00160719	1038	844.92	89	0.880976
TTHERM_00160720	3192	2998.92	2543	7.09203
TTHERM_00160710	2085	1891.92	1076	4.75662
TTHERM_00160700	1791	1597.92	1004	5.25494
TTHERM_00160690	309	128.012	5263	343.851
TTHERM_00160680	1866	1672.92	3208	16.0379
TTHERM_00160670	1803	1609.92	1913	9.93802
TTHERM_00160660	1095	901.92	319	2.95809
TTHERM_00160650	945	751.92	32	0.355933
TTHERM_00160640	939	745.92	6	0.0672742
TTHERM_00160630	897	703.92	7	0.0831695
TTHERM_00160620	1197	1003.92	425	3.54062
TTHERM_00160610	1842	1648.92	152	0.770963
TTHERM_00160603	1677	1483.92	38	0.214172
TTHERM_00160600	2538	2344.92	2	0.00713331
TTHERM_00160595	2187	1993.92	9	0.0377506
TTHERM_00160590	2484	2290.92	4	0.0146029
TTHERM_00160580	2853	2659.92	153	0.481074
TTHERM_00160559	3579	3385.92	563	1.39066
TTHERM_00160560	801	607.954	150	2.06352
TTHERM_00160550	6921	6727.92	1750	2.17544
TTHERM_00160539	636	443.098	10	0.188751
TTHERM_00160540	630	437.142	0	0
TTHERM_00158528	624	431.163	0	0
TTHERM_00158529	639	446.098	15	0.281223
TTHERM_00158530	741	547.954	8	0.122105
TTHERM_00158525	126	12.7234	0	0
TTHERM_00188520	2121	1927.92	298723	1295.89
TTHERM_00158510	1860	1666.92	41	0.205711
TTHERM_00158500	2022	1828.92	41	0.18749
TTHERM_00158490	1479	1285.92	217	1.41135
TTHERM_00158480	1791	1597.92	454	2.37624
TTHERM_00158459	2130	1936.92	158	0.682236
TTHERM_00158460	2937	2743.92	413	1.25883
TTHERM_00158450	1770	1576.92	1733	9.19133
TTHERM_00158440	1008	814.92	52	0.533676
TTHERM_00158430	3966	3772.92	228	0.505413
TTHERM_00158420	3816	3622.92	2313	5.33957
TTHERM_00158388	114	14.1725	0	0
TTHERM_00158389	1242	1048.92	195	1.55483
TTHERM_00158390	342	157.383	750	39.8559
TTHERM_00158380	4938	4744.92	181	0.319036
TTHERM_00158370	1821	1627.92	1350	6.9357
TTHERM_00158368	543	350.677	28	0.66779
TTHERM_00158360	519	326.881	3190	81.6188
TTHERM_00158340	5007	4813.92	449	0.780076
TTHERM_00158330	3495	3301.92	10	0.0253293
TTHERM_00158320	3546	3352.92	1594	3.97607
TTHERM_00158310	2364	2170.92	8	0.0308202
TTHERM_00158289	1173	979.92	59	0.50356
TTHERM_00158290	1887	1693.92	501	2.47363
TTHERM_00158280	750	556.954	587	8.81471
TTHERM_00158270	459	267.746	1915	59.8184
TTHERM_00158260	7560	7366.92	341	0.387131
TTHERM_00158239	1482	1288.92	18	0.116798
TTHERM_00158240	3414	3220.92	506	1.31389
TTHERM_00158230	798	604.954	585	8.08765
TTHERM_00158220	4968	4774.92	143	0.250472
TTHERM_00158210	759	565.954	10567	156.156
TTHERM_00158200	690	497.005	176	2.9617
TTHERM_00158190	1398	1204.92	3660	25.4046
TTHERM_00158180	2463	2269.92	451	1.66171
TTHERM_00158170	1263	1069.92	93	0.726978
TTHERM_00158160	2076	1882.92	77	0.342017
TTHERM_00158150	2292	2098.92	222	0.884599
TTHERM_00158148	1245	1051.92	0	0
TTHERM_00158140	1254	1060.92	2	0.0157666
TTHERM_00158120	594	401.246	0	0
TTHERM_00158110	1218	1024.92	0	0
TTHERM_00158100	702	508.98	0	0
TTHERM_00158080	1086	892.92	0	0
TTHERM_00158075	378	190.168	0	0
TTHERM_00108060	411	221.273	0	0
TTHERM_00158049	1854	1660.92	197	0.991989
TTHERM_00158050	1947	1753.92	1329	6.3373
TTHERM_00158040	558	365.552	18995	434.589
TTHERM_00158019	2352	2158.92	9	0.0348655
TTHERM_00158020	1326	1132.92	7043	51.9934
TTHERM_00158010	1038	844.92	1	0.0098986
TTHERM_00158005	363	176.234	0	0
TTHERM_00158000	678	485.005	21801	375.941
TTHERM_00157980	1008	814.92	282	2.89417
TTHERM_00157959	1746	1552.92	745	4.01233
TTHERM_00157960	291	112.824	33	2.44625
TTHERM_00157950	4629	4435.92	1063	2.00419
TTHERM_00157929	1524	1330.92	7592	47.7083
TTHERM_00157930	2475	2281.92	803	2.9431
TTHERM_00157910	1734	1540.92	60	0.325657
TTHERM_00157889	1473	1279.92	5493	35.8935
TTHERM_00157890	5247	5053.92	704	1.16502
TTHERM_00157885	1353	1159.92	0	0
TTHERM_00157880	942	748.92	469	5.23753
TTHERM_00157849	10104	9910.92	181	0.15274
TTHERM_00157850	7101	6907.92	199	0.240932
TTHERM_00157830	1278	1084.92	197	1.51865
