target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	234.021	12	0.494446
TTHERM_00161860	4356	4167.38	11088	25.6556
TTHERM_00161850	1200	1011.38	102	0.972475
TTHERM_00161840	498	310.211	907	28.193
TTHERM_00161830	1077	888.377	1320	14.3274
TTHERM_00161820	12579	12390.4	3423	2.66388
TTHERM_00161810	1179	990.377	2	0.0194725
TTHERM_00161800	2253	2064.38	7	0.0326965
TTHERM_00161879	501	313.18	5	0.153946
TTHERM_00161790	1458	1269.38	177	1.34454
TTHERM_00161780	699	510.377	198	3.74081
TTHERM_00161759	2763	2574.38	1414	5.29626
TTHERM_00161760	408	222.494	114	4.94058
TTHERM_00161750	1083	894.377	678	7.30972
TTHERM_00161740	1548	1359.38	1279	9.0724
TTHERM_00161720	11100	10911.4	3229	2.85352
TTHERM_00161709	438	251.497	0	0
TTHERM_00161700	2685	2496.38	281	1.08539
TTHERM_00161690	2991	2802.38	1829	6.29331
TTHERM_00161680	3873	3684.38	133	0.34808
TTHERM_00161670	4260	4071.38	60	0.142102
TTHERM_00161660	432	245.647	1733	68.0265
TTHERM_00161650	555	366.73	322	8.46644
TTHERM_00161640	1821	1632.38	97	0.572985
TTHERM_00161630	768	579.377	419	6.97339
TTHERM_00161620	633	444.447	457	9.91489
TTHERM_00161578	1674	1485.38	34	0.220716
TTHERM_00161579	585	396.635	534	12.982
TTHERM_00161580	1806	1617.38	181	1.07909
TTHERM_00161570	2310	2121.38	9	0.0409088
TTHERM_00161560	930	741.377	932	12.1218
TTHERM_00161539	1347	1158.38	1704	14.1844
TTHERM_00161540	675	486.402	1292	25.6129
TTHERM_00161530	660	471.402	1298	26.5507
TTHERM_00161525	270	98.3352	1	0.0980579
TTHERM_00161520	474	286.674	25	0.840898
TTHERM_00161510	468	280.817	206	7.07353
TTHERM_00161500	1773	1584.38	220	1.33892
TTHERM_00161490	561	372.73	490	12.6763
TTHERM_00161480	258	88.8592	43	4.66614
TTHERM_00161459	690	501.377	1638	31.5022
TTHERM_00161460	882	693.377	123	1.71052
TTHERM_00161450	5973	5784.38	180	0.30006
TTHERM_00161430	1278	1089.38	62	0.548789
TTHERM_00161419	1182	993.377	106	1.02892
