target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	235.715	22	0.969599
TTHERM_00161860	4356	4169	17746	44.2207
TTHERM_00161850	1200	1013	1996	20.4696
TTHERM_00161840	498	311.966	1488	49.551
TTHERM_00161830	1077	889.997	1712	19.9835
TTHERM_00161820	12579	12392	3940	3.30303
TTHERM_00161810	1179	991.997	2	0.0209448
TTHERM_00161800	2253	2066	0	0
TTHERM_00161879	501	314.919	2	0.0659763
TTHERM_00161790	1458	1271	167	1.36499
TTHERM_00161780	699	512.024	211	4.28104
TTHERM_00161759	2763	2576	2327	9.38444
TTHERM_00161760	408	224.167	65	3.0123
TTHERM_00161750	1083	895.997	860	9.97124
TTHERM_00161740	1548	1361	1950	14.8845
TTHERM_00161720	11100	10913	3401	3.23757
TTHERM_00161709	438	253.089	0	0
TTHERM_00161700	2685	2498	123	0.511529
TTHERM_00161690	2991	2804	1562	5.7871
TTHERM_00161680	3873	3686	100	0.28184
TTHERM_00161670	4260	4073	25	0.0637651
TTHERM_00161660	432	247.315	993	41.7115
TTHERM_00161650	555	368.401	342	9.64411
TTHERM_00161640	1821	1634	500	3.17889
TTHERM_00161630	768	580.997	354	6.32975
TTHERM_00161620	633	446.122	830	19.3278
TTHERM_00161578	1674	1487	18	0.125753
TTHERM_00161579	585	398.268	366	9.54691
TTHERM_00161580	1806	1619	119	0.763586
TTHERM_00161570	2310	2123	207	1.01293
TTHERM_00161560	930	742.997	657	9.1862
TTHERM_00161539	1347	1160	2090	18.7175
TTHERM_00161540	675	488.074	1434	30.5225
TTHERM_00161530	660	473.098	1038	22.7931
TTHERM_00161525	270	99.5084	0	0
TTHERM_00161520	474	288.31	30	1.08098
TTHERM_00161510	468	282.439	41	1.50805
TTHERM_00161500	1773	1586	289	1.89301
TTHERM_00161490	561	374.382	374	10.378
TTHERM_00161480	258	89.8096	3888	449.739
TTHERM_00161459	690	503.024	589	12.1642
TTHERM_00161460	882	694.997	181	2.70553
TTHERM_00161450	5973	5786	187	0.335754
TTHERM_00161430	1278	1091	206	1.96156
TTHERM_00161419	1182	994.997	57	0.595128
TTHERM_00161420	1800	1613	2359	15.1933
TTHERM_00161410	2040	1853	289	1.62024
TTHERM_00161390	4023	3836	333	0.901827
TTHERM_00161370	1704	1517	196	1.34224
TTHERM_00161340	4080	3893	600	1.60112
TTHERM_00161330	3186	2999	320	1.10849
TTHERM_00161297	282	109.183	278	26.4513
TTHERM_00161298	1368	1181	143	1.2579
TTHERM_00161299	570	383.326	7	0.189709
TTHERM_00161300	5406	5219	81	0.161233
TTHERM_00161290	2874	2687	217	0.838976
TTHERM_00161279	2964	2777	195	0.729485
TTHERM_00161280	2985	2798	193	0.716584
TTHERM_00161270	648	461.122	1650	37.1728
TTHERM_00161260	1359	1172	2905	25.75
TTHERM_00161250	1353	1166	9597	85.5058
TTHERM_00161230	2577	2390	1201	5.22039
TTHERM_00161220	2370	2183	355	1.6894
TTHERM_00161210	519	332.643	7589	237.008
TTHERM_00161200	270	99.5084	22779	2378.11
TTHERM_00161180	1272	1085	860	8.23431
TTHERM_00161170	633	446.122	1642	38.2364
TTHERM_00161160	1206	1019	285	2.90556
TTHERM_00161150	1272	1085	118	1.12982
TTHERM_00161140	1257	1070	212	2.05831
TTHERM_00161130	975	787.997	61941	816.603
TTHERM_00161120	2424	2237	104	0.482976
TTHERM_00161110	1659	1472	177	1.24918
TTHERM_00161100	3477	3290	480	1.51566
TTHERM_00161090	1590	1403	268	1.98443
TTHERM_00161070	1212	1025	1756	17.7975
TTHERM_00161060	381	198.464	96297	5040.67
TTHERM_00161050	1527	1340	4947	38.3526
TTHERM_00161029	1785	1598	61	0.396562
TTHERM_00161030	1686	1499	173	1.19895
TTHERM_00161031	426	241.475	2	0.0860428
TTHERM_00160999	456	270.661	68203	2617.79
TTHERM_00161000	369	187.122	11605	644.284
TTHERM_00160990	2208	2021	2379	12.2289
TTHERM_00160980	2232	2045	113	0.574041
TTHERM_00160970	2679	2492	158	0.658668
TTHERM_00160960	924	736.997	11199	157.86
TTHERM_00160950	3513	3326	405	1.265
TTHERM_00160930	1521	1334	458	3.56671
TTHERM_00160920	2745	2558	446	1.81131
TTHERM_00160910	528	341.541	262	7.96921
TTHERM_00160868	570	383.326	153	4.14649
TTHERM_00160869	852	664.997	3486	54.4584
TTHERM_00160870	4725	4538	33	0.0755452
TTHERM_00160860	3444	3257	542	1.72878
TTHERM_00160849	1848	1661	387	2.42047
TTHERM_00160850	3318	3131	9	0.0298619
TTHERM_00160840	876	688.997	452	6.8152
TTHERM_00160830	3207	3020	270	0.928783
TTHERM_00160820	1203	1016	64	0.654402
TTHERM_00160810	1179	991.997	2900	30.37
TTHERM_00160799	372	190.007	0	0
TTHERM_00160800	1179	991.997	5	0.0523621
TTHERM_00160795	360	178.831	0	0
TTHERM_00160790	1230	1043	1060	10.558
TTHERM_00160780	3924	3737	582	1.61792
TTHERM_00160775	468	282.439	2	0.0735636
TTHERM_00160770	753	565.997	55143.3	1012.13
TTHERM_00160769	300	124.615	2239	186.656
TTHERM_00160760	750	562.997	9	0.166071
TTHERM_00160750	744	556.997	5803	108.232
TTHERM_00160740	1845	1658	144	0.902269
TTHERM_00160719	1038	850.997	88	1.07427
TTHERM_00160720	3192	3005	1739	6.01191
TTHERM_00160710	2085	1898	918	5.02463
TTHERM_00160700	1791	1604	767	4.96763
TTHERM_00160690	309	132.376	5095	399.846
TTHERM_00160680	1866	1679	2883	17.8382
TTHERM_00160670	1803	1616	2515	16.1679
TTHERM_00160660	1095	907.997	200	2.28825
TTHERM_00160650	945	757.997	51	0.698972
TTHERM_00160640	939	751.997	10	0.138147
TTHERM_00160630	897	709.997	6	0.0877914
TTHERM_00160620	1197	1010	275	2.82859
TTHERM_00160610	1842	1655	83	0.521
TTHERM_00160603	1677	1490	27	0.18825
TTHERM_00160600	2538	2351	2	0.00883762
TTHERM_00160595	2187	2000	9	0.0467488
TTHERM_00160590	2484	2297	2	0.00904538
TTHERM_00160580	2853	2666	131	0.510468
TTHERM_00160559	3579	3392	312	0.955556
TTHERM_00160560	801	613.997	74	1.25205
TTHERM_00160550	6921	6734	832	1.28353
TTHERM_00160539	636	449.122	7	0.161917
TTHERM_00160540	630	443.144	1	0.023443
TTHERM_00158528	624	437.144	0	0
TTHERM_00158529	639	452.122	15	0.344662
TTHERM_00158530	741	553.997	4	0.0750084
TTHERM_00158525	126	13.0005	0	0
TTHERM_00188520	2121	1934	252851	1358.21
TTHERM_00158510	1860	1673	66	0.409832
TTHERM_00158500	2022	1835	33	0.186825
TTHERM_00158490	1479	1292	281	2.25945
TTHERM_00158480	1791	1604	335	2.16969
TTHERM_00158459	2130	1943	145	0.77527
TTHERM_00158460	2937	2750	158	0.596873
TTHERM_00158450	1770	1583	403	2.64474
TTHERM_00158440	1008	820.997	129	1.63232
TTHERM_00158430	3966	3779	100	0.274904
TTHERM_00158420	3816	3629	1181	3.38081
TTHERM_00158388	114	13.0124	0	0
TTHERM_00158389	1242	1055	107	1.05363
TTHERM_00158390	342	162.092	577	36.9805
TTHERM_00158380	4938	4751	327	0.715023
TTHERM_00158370	1821	1634	1278	8.12525
TTHERM_00158368	543	356.419	24	0.699531
TTHERM_00158360	519	332.643	2010	62.7732
TTHERM_00158340	5007	4820	293	0.631507
TTHERM_00158330	3495	3308	6	0.0188427
TTHERM_00158320	3546	3359	903	2.79277
TTHERM_00158310	2364	2177	25	0.1193
TTHERM_00158289	1173	985.997	17	0.179114
TTHERM_00158290	1887	1700	594	3.62991
TTHERM_00158280	750	562.997	481	8.87557
TTHERM_00158270	459	273.633	1892	71.8305
TTHERM_00158260	7560	7373	659	0.928535
TTHERM_00158239	1482	1295	23	0.184508
TTHERM_00158240	3414	3227	312	1.00442
TTHERM_00158230	798	610.997	385	6.54605
TTHERM_00158220	4968	4781	276	0.599719
TTHERM_00158210	759	571.997	7913	143.716
TTHERM_00158200	690	503.024	79	1.63153
TTHERM_00158190	1398	1211	1637	14.0431
TTHERM_00158180	2463	2276	1033	4.71505
TTHERM_00158170	1263	1076	75	0.724115
TTHERM_00158160	2076	1889	38	0.208982
TTHERM_00158150	2292	2105	675	3.33127
TTHERM_00158148	1245	1058	0	0
TTHERM_00158140	1254	1067	1	0.0097363
TTHERM_00158120	594	407.208	0	0
TTHERM_00158110	1218	1031	0	0
TTHERM_00158100	702	515.024	0	0
TTHERM_00158080	1086	898.997	0	0
TTHERM_00158075	378	195.594	0	0
TTHERM_00108060	411	227.042	0	0
TTHERM_00158049	1854	1667	521	3.24683
TTHERM_00158050	1947	1760	1405	8.29319
TTHERM_00158040	558	371.401	14938	417.836
TTHERM_00158019	2352	2165	8	0.0383875
TTHERM_00158020	1326	1139	3129	28.5391
TTHERM_00158010	1038	850.997	0	0
TTHERM_00158005	363	181.573	0	0
TTHERM_00158000	678	491.074	7461	157.836
TTHERM_00157980	1008	820.997	331	4.18836
TTHERM_00157959	1746	1559	351	2.33894
TTHERM_00157960	291	116.884	29	2.57751
TTHERM_00157950	4629	4442	1747	4.08575
TTHERM_00157929	1524	1337	6435	50.0006
TTHERM_00157930	2475	2288	466	2.11586
TTHERM_00157910	1734	1547	237	1.59153
TTHERM_00157889	1473	1286	3986	32.1999
TTHERM_00157890	5247	5060	1755	3.60316
TTHERM_00157885	1353	1166	0	0
TTHERM_00157880	942	754.997	358	4.92601
TTHERM_00157849	10104	9917	224	0.234652
TTHERM_00157850	7101	6914	351	0.527394
TTHERM_00157830	1278	1091	188	1.79016
TTHERM_00157809	1569	1382	934	7.02097
TTHERM_00157810	591	404.228	7012	180.207
TTHERM_00157800	1458	1271	939	7.675
TTHERM_00157789	720	533.024	178	3.46921
TTHERM_00157790	2481	2294	724	3.27871
TTHERM_00156767	237	73.5227	0	0
TTHERM_00156768	648	461.122	0	0
TTHERM_00156769	438	253.089	1	0.0410472
TTHERM_00156770	1779	1592	0	0
TTHERM_00156760	954	766.997	45	0.609504
TTHERM_00156719	1059	871.997	2053	24.4586
TTHERM_00156718	327	148.682	166	11.5986
TTHERM_00156699	501	314.919	2	0.0659763
TTHERM_00156700	918	730.997	1711	24.316
TTHERM_00156690	8112	7925	167	0.218914
TTHERM_00156680	1488	1301	73	0.582913
TTHERM_00156670	1503	1316	59	0.465752
TTHERM_00156669	1476	1289	49	0.394913
TTHERM_00156660	1434	1247	6011	50.077
TTHERM_00156650	1707	1520	132	0.90217
TTHERM_00155640	1302	1115	1552	14.4602
TTHERM_00155630	1905	1718	22	0.133032
TTHERM_00155610	393	209.782	8	0.396168
TTHERM_00155600	1101	913.997	7063	80.279
TTHERM_00155590	2013	1826	5118	29.1177
TTHERM_00155580	2979	2792	2829	10.5263
TTHERM_00155570	4842	4655	3	0.00669513
TTHERM_00155560	291	116.884	0	0
TTHERM_00155550	5016	4829	6	0.0129078
TTHERM_00155540	432	247.315	0	0
TTHERM_00155530	1230	1043	4	0.0398414
TTHERM_00155520	1311	1124	5	0.0462128
TTHERM_00155510	324	145.912	76	5.41103
TTHERM_00155480	720	533.024	1263	24.6158
TTHERM_00155470	915	727.997	1	0.0142701
TTHERM_00155460	1425	1238	1819	15.2641
TTHERM_00155450	570	383.326	0	0
TTHERM_00155440	1512	1325	4739	37.156
TTHERM_00155430	1512	1325	110	0.862452
TTHERM_00155420	1809	1622	2	0.0128096
TTHERM_00155399	3144	2957	185	0.649947
TTHERM_00155400	1236	1049	1305	12.9239
TTHERM_00155380	1479	1292	2142	17.2233
TTHERM_00155370	1725	1538	703	4.74851
TTHERM_00155360	1146	958.997	2653	28.7394
TTHERM_00155350	1122	934.997	618	6.8665
TTHERM_00155340	1725	1538	151	1.01995
TTHERM_00155330	1416	1229	1952	16.5001
TTHERM_00155320	702	515.024	2820	56.8825
TTHERM_00155310	681	494.074	178	3.7427
TTHERM_00155311	378	195.594	0	0
TTHERM_00155299	3189	3002	322	1.1143
TTHERM_00155300	8679	8492	330	0.403702
TTHERM_00155290	4263	4076	1520	3.87407
TTHERM_00155280	3825	3638	2	0.00571117
TTHERM_00155253	912	724.997	7	0.100304
TTHERM_00155254	2928	2741	14	0.0530612
TTHERM_00155256	819	631.997	0	0
TTHERM_00155255	5019	4832	17	0.0365493
TTHERM_00155257	531	344.49	0	0
TTHERM_00155258	4761	4574	14	0.0317972
TTHERM_00155261	4605	4418	90	0.211629
TTHERM_00155259	5049	4862	154	0.329051
TTHERM_00155260	10596	10409	2296	2.2915
TTHERM_00155240	7998	7811	2	0.00265999
TTHERM_00155250	459	273.633	0	0
TTHERM_00155245	10626	10439	5	0.00497586
TTHERM_00155272	1389	1202	0	0
TTHERM_01419330	3462	3275	1.00139	0.0031765
TTHERM_00638868	10287	10100	4	0.0041143
TTHERM_00638870	1392	1205	91	0.784536
TTHERM_00638880	1782	1595	72	0.468954
TTHERM_00638900	1881	1694	56	0.343426
TTHERM_00638902	2310	2123	6	0.0293602
TTHERM_00639920	7788	7601	1673	2.28656
TTHERM_00639930	990	802.997	0	0
TTHERM_00639940	450	264.715	1	0.0392445
TTHERM_00639950	1047	859.997	33	0.398634
TTHERM_00639959	2061	1874	0	0
TTHERM_00639965	498	311.966	0	0
TTHERM_00639970	276	104.4	0	0
TTHERM_00639980	1047	859.997	18	0.217437
TTHERM_00639981	1395	1208	6	0.0515992
TTHERM_00640000	1902	1715	143	0.866223
TTHERM_00640020	927	739.997	5	0.0701936
TTHERM_00640030	510	323.791	734	23.5498
TTHERM_00640040	1482	1295	74	0.593636
TTHERM_00640050	4374	4187	712	1.76658
TTHERM_00640060	2064	1877	2.37145	0.0131253
TTHERM_00640069	441	255.911	10	0.405947
TTHERM_00640080	2352	2165	4.62855	0.0222098
TTHERM_00640091	1389	1202	112	0.967992
TTHERM_00641070	2382	2195	3	0.0141986
TTHERM_00641080	2865	2678	425	1.64868
TTHERM_00641090	2277	2090	364	1.80931
TTHERM_00641100	1260	1073	1211	11.7247
TTHERM_00641110	2328	2141	2311	11.2135
TTHERM_00641119	429	244.39	3526	149.884
TTHERM_00641120	672	485.074	1809	38.7425
TTHERM_00641130	2655	2468	14	0.0589306
TTHERM_00641140	3021	2834	415	1.52127
TTHERM_00641150	1026	838.997	52605	651.364
TTHERM_00641160	2670	2483	30	0.125517
TTHERM_00641170	5760	5573	991	1.84732
TTHERM_00641180	273	101.946	1	0.101903
TTHERM_00641200	5100	4913	3913	8.2741
TTHERM_00641210	1917	1730	1172	7.03784
TTHERM_00641220	987	799.997	105	1.36351
TTHERM_00641230	1194	1007	588	6.06606
TTHERM_00641240	828	640.997	33265	539.124
TTHERM_00641250	582	395.268	15909	418.127
TTHERM_00641260	1641	1454	230	1.64332
TTHERM_00641270	9468	9281	284	0.317893
TTHERM_00641280	1458	1271	4	0.0326944
TTHERM_00641300	174	32.1333	4	1.29319
TTHERM_00641310	486	300.104	0	0
TTHERM_00641320	7509	7322	9	0.0127694
TTHERM_00641340	1074	886.997	15	0.175682
TTHERM_00641369	5565	5378	32	0.061814
TTHERM_00641370	903	715.997	0	0
TTHERM_00642380	696	509.024	49	1.00003
TTHERM_00643380	4089	3902	6	0.0159743
TTHERM_00643400	1485	1298	0	0
TTHERM_00643405	402	218.392	0	0
TTHERM_00643408	363	181.573	0	0
TTHERM_00643410	1449	1262	1	0.00823188
TTHERM_00643420	681	494.074	0	0
TTHERM_00643459	303	127.108	0	0
TTHERM_00643460	1161	973.997	0	0
TTHERM_00643470	1593	1406	8	0.0591103
TTHERM_00643480	2088	1901	3	0.0163945
TTHERM_00643490	900	712.997	129	1.87957
TTHERM_00643500	1590	1403	107	0.79229
TTHERM_00643509	1125	937.997	923	10.2225
TTHERM_00643510	1692	1505	263	1.81542
TTHERM_00643520	933	745.997	82	1.14192
TTHERM_00643530	1524	1337	1967	15.2838
TTHERM_00643540	774	586.997	299	5.29167
TTHERM_00643542	348	167.601	1	0.061984
TTHERM_00643550	3672	3485	10378	30.9363
TTHERM_00643559	585	398.268	0	0
TTHERM_00643560	480	294.223	483	17.0541
TTHERM_00643580	2562	2375	365	1.59657
TTHERM_00644590	1980	1793	653	3.78347
TTHERM_00644600	2196	2009	1550	8.01511
TTHERM_00644610	792	604.997	2046	35.1326
TTHERM_00644629	756	568.997	7	0.127804
TTHERM_00644630	2034	1847	150	0.843689
TTHERM_00644640	618	431.166	676	16.2877
TTHERM_00644650	615	428.187	637	15.4548
TTHERM_00644660	2178	1991	38	0.198276
TTHERM_00644670	1371	1184	6	0.0526451
TTHERM_00644675	519	332.643	0	0
TTHERM_00644680	5220	5033	58	0.119718
TTHERM_00644690	2223	2036	331	1.68892
TTHERM_00644710	1737	1550	317	2.12464
TTHERM_00644720	420	235.715	3	0.132218
TTHERM_00644730	909	721.997	320	4.60439
TTHERM_00644759	549	362.419	0	0
TTHERM_00644758	204	50.2201	0	0
TTHERM_00644760	1167	979.997	11	0.116607
TTHERM_00644770	900	712.997	1	0.0145703
TTHERM_00644775	654	467.122	0	0
TTHERM_00644779	1620	1433	5	0.0362478
TTHERM_00644780	1152	964.997	16	0.172247
TTHERM_01324740	1620	1433	18	0.130492
TTHERM_01325740	996	808.997	6	0.0770481
TTHERM_01325750	1158	970.997	4	0.0427956
TTHERM_01325760	1815	1628	40	0.255249
TTHERM_01325770	7818	7631	20	0.0272274
TTHERM_01325773	1083	895.997	5	0.0579723
TTHERM_01325790	5247	5060	3	0.00615925
TTHERM_01325791	318	140.503	0	0
TTHERM_01325792	333	153.991	37	2.49611
TTHERM_00310930	2850	2663	31	0.120934
TTHERM_00310920	1710	1523	272	1.85536
TTHERM_00310910	1188	1001	232	2.40776
TTHERM_00310900	666	479.098	660	14.3112
TTHERM_00310890	1824	1637	336	2.1323
TTHERM_00310880	381	198.464	7334	383.898
TTHERM_00310870	6450	6263	802	1.3303
TTHERM_00310869	915	727.997	106	1.51263
TTHERM_00310845	579	392.268	514	13.6125
TTHERM_00310820	1008	820.997	941	11.9071
TTHERM_00310810	4608	4421	75	0.176237
TTHERM_00310811	129	13.7844	0	0
TTHERM_00310812	342	162.092	7	0.448637
TTHERM_00310809	603	416.187	0	0
TTHERM_00310808	159	24.6014	0	0
TTHERM_00310807	177	33.7653	0	0
TTHERM_00310790	5919	5732	21	0.0380602
TTHERM_00310780	4677	4490	6	0.0138823
TTHERM_00310770	5715	5528	27	0.0507403
TTHERM_00310765	1815	1628	14	0.0893371
TTHERM_00310760	939	751.997	888	12.2674
TTHERM_00310750	894	706.997	75	1.10205
TTHERM_00310740	846	658.997	2861	45.1016
TTHERM_00310730	252	84.9604	0	0
TTHERM_00310720	2961	2774	1482	5.55008
TTHERM_00310700	414	229.939	0	0
TTHERM_00310690	1869	1682	4	0.0247054
TTHERM_00310670	1998	1811	608	3.48773
TTHERM_00310660	1953	1766	970	5.7061
TTHERM_00310650	396	212.686	14	0.683828
TTHERM_00310640	1362	1175	1591	14.0667
TTHERM_00310630	333	153.991	0	0
TTHERM_00310590	4116	3929	12	0.031729
TTHERM_00310580	1089	901.997	1909	21.9866
TTHERM_00310579	2106	1919	232	1.25595
TTHERM_00310560	387	204.117	11436	582.04
TTHERM_00310540	531	344.49	7366	222.133
TTHERM_00310530	1242	1055	1155	11.3733
TTHERM_00310520	2181	1994	460	2.39657
TTHERM_00310510	2343	2156	5	0.0240923
TTHERM_00310505	1749	1562	670	4.45607
TTHERM_00310500	6213	6026	800	1.37917
TTHERM_00310490	5604	5417	434	0.832316
TTHERM_00310470	1182	994.997	2836	29.6102
TTHERM_00310460	630	443.144	10	0.23443
TTHERM_00310440	4722	4535	828	1.89675
TTHERM_00310420	4677	4490	63	0.145764
TTHERM_00310410	534	347.49	8	0.239169
TTHERM_00310400	3219	3032	154	0.527654
TTHERM_00310399	1806	1619	51	0.327251
TTHERM_00310380	639	452.122	64	1.47056
TTHERM_00310370	1677	1490	544	3.79289
TTHERM_00310360	591	404.228	51	1.31069
TTHERM_00310350	1893	1706	82	0.499336
TTHERM_00310340	3429	3242	563	1.80407
TTHERM_00310339	423	238.572	1877	81.7339
TTHERM_00310320	2841	2654	569	2.22725
TTHERM_00310310	837	649.997	163	2.60516
TTHERM_00310300	660	473.098	0	0
TTHERM_00310290	660	473.098	1	0.0219587
TTHERM_00310280	666	479.098	0	0
TTHERM_00310270	564	377.345	3	0.0825924
TTHERM_00310250	864	676.997	739	11.3401
TTHERM_00310245	465	279.509	158	5.87244
TTHERM_00310240	1725	1538	768	5.18756
TTHERM_00310230	1347	1160	2365	21.1803
TTHERM_00310220	1218	1031	206	2.07571
TTHERM_00310210	1602	1415	148	1.08658
TTHERM_00310205	1455	1268	13	0.106508
TTHERM_00310200	216	58.3726	507	90.231
TTHERM_00310195	1137	949.997	281	3.07285
TTHERM_00310190	1416	1229	190	1.60605
TTHERM_00310189	1710	1523	33	0.225098
TTHERM_00310180	1941	1754	4	0.0236913
TTHERM_00310179	2196	2009	152	0.785998
TTHERM_00310160	2166	1979	3	0.0157483
TTHERM_00310159	327	148.682	0	0
TTHERM_00310130	1932	1745	10462	62.2841
TTHERM_00310105	561	374.382	1	0.0277486
TTHERM_00310110	2778	2591	11050	44.305
TTHERM_00310106	5934	5747	84	0.151843
TTHERM_00310060	7554	7367	8	0.0112812
TTHERM_00310059	2697	2510	5	0.0206945
TTHERM_00310058	7722	7535	68	0.0937525
TTHERM_00310020	2862	2675	1	0.00388359
TTHERM_00310019	2829	2642	1	0.0039321
TTHERM_00310010	1104	916.997	24	0.271895
TTHERM_00310008	1230	1043	3	0.029881
TTHERM_00310000	411	227.042	0	0
TTHERM_00309990	5070	4883	358	0.761647
TTHERM_00309970	3927	3740	0	0
TTHERM_00309969	2553	2366	2	0.00878159
TTHERM_00309950	2112	1925	238	1.28441
TTHERM_00309940	1491	1304	1881	14.9854
TTHERM_00309930	3255	3068	1	0.00338612
TTHERM_00309920	888	700.997	0	0
TTHERM_00309910	5163	4976	109	0.227564
TTHERM_00309905	834	646.997	254	4.07839
TTHERM_00309900	6144	5957	397	0.692341
TTHERM_00309890	3090	2903	878	3.14199
TTHERM_00309880	6615	6428	430	0.694944
TTHERM_00309875	3600	3413	4	0.0121753
TTHERM_00309870	3009	2822	1269	4.67156
TTHERM_00309860	618	431.166	34	0.819204
TTHERM_00309850	312	135.094	0	0
TTHERM_00309840	3282	3095	121	0.406146
TTHERM_00309830	1113	925.997	19	0.213158
TTHERM_00308825	3807	3620	0	0
TTHERM_00307820	2604	2417	1471	6.32257
TTHERM_00307810	2745	2558	223	0.905653
TTHERM_00307790	4281	4094	624	1.58341
TTHERM_00307780	4137	3950	182	0.478665
TTHERM_00307770	1332	1145	799	7.24936
TTHERM_00307769	672	485.074	3380	72.3879
TTHERM_00307768	375	192.88	77	4.14725
TTHERM_00307720	579	392.268	1	0.0264834
TTHERM_00307710	429	244.39	560	23.8047
TTHERM_00307700	1125	937.997	100	1.10753
TTHERM_00307690	1440	1253	610	5.05751
TTHERM_00307680	1338	1151	69	0.622776
TTHERM_00307629	753	565.997	59	1.08292
TTHERM_00307578	615	428.187	0	0
TTHERM_00307660	1227	1040	719	7.18214
TTHERM_00307650	2175	1988	707	3.69454
TTHERM_00307640	4809	4622	708	1.59133
TTHERM_00307630	2244	2057	111	0.560592
TTHERM_00305651	3837	3650	299	0.851012
TTHERM_00305641	1641	1454	244	1.74335
TTHERM_00305630	3723	3536	4182	12.2865
TTHERM_00305620	2340	2153	202	0.974687
TTHERM_00305600	5373	5186	372	0.745191
TTHERM_00305590	1008	820.997	1995	25.244
TTHERM_00305580	1599	1412	123	0.904958
TTHERM_00305575	162	26.0435	0	0
TTHERM_00305570	2604	2417	98	0.421218
TTHERM_00305510	1509	1322	398	3.12759
TTHERM_00305500	6189	6002	988	1.71009
TTHERM_00305480	2241	2054	1600	8.0924
TTHERM_00305460	2379	2192	8	0.0379147
TTHERM_00305450	1710	1523	7	0.0477481
TTHERM_00305445	627	440.144	34	0.802493
TTHERM_00305440	2550	2363	24	0.105513
TTHERM_00305430	3507	3320	63	0.197133
TTHERM_00305420	1587	1400	244	1.81059
TTHERM_00305410	2808	2621	1125	4.45906
TTHERM_00305400	7461	7274	2686	3.8361
TTHERM_00305390	5022	4835	11	0.0236349
TTHERM_00304370	2208	2021	412	2.11782
TTHERM_00304360	4071	3884	41	0.109664
TTHERM_00304358	5454	5267	13	0.0256411
TTHERM_00304359	483	297.134	7369	257.64
TTHERM_00304350	558	371.401	968	27.0763
TTHERM_00304340	1419	1232	552	4.65465
TTHERM_00304330	3162	2975	264	0.92188
TTHERM_00304325	6831	6644	3079	4.81435
TTHERM_00304320	6795	6608	864	1.35832
TTHERM_00304315	6861	6674	5708	8.88495
TTHERM_00304310	1767	1580	45	0.295879
TTHERM_00304275	4182	3995	11.3585	0.0295366
TTHERM_00304270	4047	3860	19.6415	0.0528623
TTHERM_00304260	1314	1127	9	0.0829616
TTHERM_00304243	4023	3836	12	0.0324983
TTHERM_00304240	3879	3692	785	2.20885
TTHERM_00304220	7623	7436	360	0.502945
TTHERM_00304210	4179	3992	751	1.95437
TTHERM_00304200	774	586.997	51	0.902593
TTHERM_00304190	2667	2480	50	0.209448
TTHERM_00304180	756	568.997	1142	20.8504
TTHERM_00304170	3795	3608	2005	5.77305
TTHERM_00304160	654	467.122	283	6.29381
TTHERM_00304150	1056	868.997	730	8.72694
TTHERM_00304145	453	267.688	1	0.0388087
TTHERM_00304140	510	323.791	0	0
TTHERM_00304135	927	739.997	1	0.0140387
TTHERM_00304130	486	300.104	1501	51.9596
TTHERM_00304125	2193	2006	10	0.0517877
TTHERM_00304128	402	218.392	6	0.285412
TTHERM_00304120	546	359.419	129	3.7286
TTHERM_01027740	1113	925.997	73	0.818975
TTHERM_01027730	567	380.326	1407	38.4322
TTHERM_01027729	318	140.503	1	0.0739385
TTHERM_01027720	3519	3332	136	0.424025
TTHERM_01027719	1446	1259	1549	12.7816
TTHERM_01027700	3534	3347	553	1.71643
TTHERM_01027690	2115	1928	575	3.09827
TTHERM_01027680	2340	2153	721	3.47896
TTHERM_01027670	12708	12521	1973	1.63699
TTHERM_01027660	1149	961.997	638	6.88976
TTHERM_01027650	1161	973.997	208	2.21852
TTHERM_01027640	3588	3401	291	0.888882
TTHERM_01027630	4839	4652	213	0.475661
TTHERM_01027620	3558	3371	35	0.107862
TTHERM_01027610	1824	1637	20370	129.271
TTHERM_01027600	3426	3239	83	0.26621
TTHERM_01027590	351	170.367	0	0
TTHERM_01027580	1815	1628	28	0.178674
TTHERM_01027579	726	539.024	171	3.29568
TTHERM_01027570	1434	1247	108	0.899737
TTHERM_01027560	1557	1370	441	3.34408
TTHERM_01027550	2184	1997	1164	6.05526
TTHERM_01027540	123	12.8762	7	5.64766
TTHERM_01027530	783	595.997	1389	24.2112
TTHERM_01027520	1485	1298	704	5.63451
TTHERM_01027510	735	547.997	36	0.682467
TTHERM_01027500	3393	3206	360	1.16653
TTHERM_01027490	987	799.997	2572	33.3995
TTHERM_01027480	1254	1067	219	2.13225
TTHERM_01027470	1011	823.997	1224	15.4317
TTHERM_01027460	1056	868.997	430	5.14053
TTHERM_00302120	798	610.997	385	6.54605
TTHERM_00302110	765	577.997	17466	313.925
TTHERM_00302100	1572	1385	10168	76.2683
TTHERM_00302090	2901	2714	90	0.344501
TTHERM_00302080	762	574.997	69	1.24664
TTHERM_00302070	3492	3305	0	0
TTHERM_00302060	6651	6464	8039	12.9199
TTHERM_00302050	594	407.208	12032	306.958
TTHERM_00302040	2871	2684	4335	16.7789
