target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	228.581	22	0.925588
TTHERM_00161860	4356	4159.37	17740	41.0167
TTHERM_00161850	1200	1003.37	1378	13.2075
TTHERM_00161840	498	303.318	1783	56.5311
TTHERM_00161830	1077	880.373	1634	17.8493
TTHERM_00161820	12579	12382.4	3827	2.97228
TTHERM_00161810	1179	982.373	1	0.00978946
TTHERM_00161800	2253	2056.37	5	0.0233832
TTHERM_00161879	501	306.288	3	0.0941948
TTHERM_00161790	1458	1261.37	394	3.00392
TTHERM_00161780	699	502.425	235	4.49813
TTHERM_00161759	2763	2566.37	2679	10.0389
TTHERM_00161760	408	217.353	37	1.63708
TTHERM_00161750	1083	886.373	1760	19.0955
TTHERM_00161740	1548	1351.37	1899	13.514
TTHERM_00161720	11100	10903.4	3655	3.22375
TTHERM_00161709	438	245.62	0	0
TTHERM_00161700	2685	2488.37	145	0.560386
TTHERM_00161690	2991	2794.37	1699	5.84715
TTHERM_00161680	3873	3676.37	158	0.413307
TTHERM_00161670	4260	4063.37	26	0.0615349
TTHERM_00161660	432	239.989	2022	81.0261
TTHERM_00161650	555	359.28	281	7.52157
TTHERM_00161640	1821	1624.37	243	1.43865
TTHERM_00161630	768	571.373	403	6.78297
TTHERM_00161620	633	436.71	848	18.674
TTHERM_00161578	1674	1477.37	21	0.136699
TTHERM_00161579	585	388.913	239	5.9099
TTHERM_00161580	1806	1609.37	163	0.974016
TTHERM_00161570	2310	2113.37	394	1.7929
TTHERM_00161560	930	733.373	644	8.44493
TTHERM_00161539	1347	1150.37	1989	16.6277
TTHERM_00161540	675	478.621	1579	31.7268
TTHERM_00161530	660	463.621	1094	22.6929
TTHERM_00161525	270	96.1205	0	0
TTHERM_00161520	474	280.014	29	0.995986
TTHERM_00161510	468	274.209	37	1.29764
TTHERM_00161500	1773	1576.37	365	2.22674
TTHERM_00161490	561	365.099	558	14.698
TTHERM_00161480	258	86.7198	1301	144.276
TTHERM_00161459	690	493.524	695	13.5429
TTHERM_00161460	882	685.373	102	1.43123
