target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	230.714	15	0.595657
TTHERM_00161860	4356	4162.82	19486	42.8858
TTHERM_00161850	1200	1006.82	1044	9.50008
TTHERM_00161840	498	306.149	1544	46.2054
TTHERM_00161830	1077	883.82	2075	21.5096
TTHERM_00161820	12579	12385.8	4336	3.20733
TTHERM_00161810	1179	985.82	3	0.0278806
TTHERM_00161800	2253	2059.82	5	0.0222392
TTHERM_00161879	501	309.118	0	0
TTHERM_00161790	1458	1264.82	444	3.21612
TTHERM_00161780	699	505.873	269	4.8718
TTHERM_00161759	2763	2569.82	3068	10.9378
TTHERM_00161760	408	219.144	63	2.63384
TTHERM_00161750	1083	889.82	1503	15.4752
TTHERM_00161740	1548	1354.82	1798	12.1587
TTHERM_00161720	11100	10906.8	4140	3.47761
TTHERM_00161709	438	248.064	0	0
TTHERM_00161700	2685	2491.82	120	0.441208
TTHERM_00161690	2991	2797.82	2155	7.05677
TTHERM_00161680	3873	3679.82	181	0.450641
TTHERM_00161670	4260	4066.82	23	0.0518145
TTHERM_00161660	432	242.237	2377	89.9015
TTHERM_00161650	555	362.587	262	6.62015
TTHERM_00161640	1821	1627.82	133	0.748555
TTHERM_00161630	768	574.82	479	7.63453
TTHERM_00161620	633	440.017	734	15.2829
TTHERM_00161578	1674	1480.82	20	0.123739
TTHERM_00161579	585	392.472	268	6.25611
TTHERM_00161580	1806	1612.82	144	0.818004
TTHERM_00161570	2310	2116.82	632	2.73534
TTHERM_00161560	930	736.82	678	8.43037
TTHERM_00161539	1347	1153.82	2150	17.0718
TTHERM_00161540	675	481.971	1845	35.0715
TTHERM_00161530	660	466.971	1041	20.424
TTHERM_00161525	270	95.8822	0	0
TTHERM_00161520	474	282.532	42	1.36195
TTHERM_00161510	468	276.672	40	1.32457
TTHERM_00161500	1773	1579.82	341	1.97754
TTHERM_00161490	561	368.587	570	14.1682
TTHERM_00161480	258	86.5301	1370	145.055
TTHERM_00161459	690	496.873	573	10.5655
TTHERM_00161460	882	688.82	84	1.11725
TTHERM_00161450	5973	5779.82	291	0.461272
TTHERM_00161430	1278	1084.82	119	1.005
TTHERM_00161419	1182	988.82	72	0.667104
TTHERM_00161420	1800	1606.82	2259	12.8803
TTHERM_00161410	2040	1846.82	435	2.15796
TTHERM_00161390	4023	3829.82	1283	3.06921
TTHERM_00161370	1704	1510.82	243	1.47357
TTHERM_00161340	4080	3886.82	861	2.02949
TTHERM_00161330	3186	2992.82	511	1.5643
TTHERM_00161297	282	105.702	319	27.6495
TTHERM_00161298	1368	1174.82	64	0.4991
TTHERM_00161299	570	377.55	8	0.194131
TTHERM_00161300	5406	5212.82	152	0.267147
TTHERM_00161290	2874	2680.82	263	0.898808
TTHERM_00161279	2964	2770.82	291	0.962195
TTHERM_00161280	2985	2791.82	340	1.11576
TTHERM_00161270	648	455.017	2999	60.3848
TTHERM_00161260	1359	1165.82	3211	25.2341
TTHERM_00161250	1353	1159.82	12948	102.28
TTHERM_00161230	2577	2383.82	1962	7.54057
TTHERM_00161220	2370	2176.82	785	3.30389
TTHERM_00161210	519	326.959	8786	246.194
TTHERM_00161200	270	95.8822	25937	2478.34
TTHERM_00161180	1272	1078.82	1257	10.6749
TTHERM_00161170	633	440.017	2160	44.9742
TTHERM_00161160	1206	1012.82	307	2.77706
TTHERM_00161150	1272	1078.82	166	1.40974
TTHERM_00161140	1257	1063.82	197	1.69659
TTHERM_00161130	975	781.82	53374	625.463
TTHERM_00161120	2424	2230.82	98	0.402476
TTHERM_00161110	1659	1465.82	167	1.04379
TTHERM_00161100	3477	3283.82	331	0.92348
TTHERM_00161090	1590	1396.82	409	2.68263
TTHERM_00161070	1212	1018.82	1927	17.3286
TTHERM_00161060	381	193.466	108767	5150.77
TTHERM_00161050	1527	1333.82	5761	39.5712
TTHERM_00161029	1785	1591.82	70	0.402886
TTHERM_00161030	1686	1492.82	324	1.98846
TTHERM_00161031	426	236.454	2	0.0774928
TTHERM_00160999	456	265.159	78788	2722.28
TTHERM_00161000	369	182.426	13338	669.858
TTHERM_00160990	2208	2014.82	3176	14.4419
TTHERM_00160980	2232	2038.82	153	0.687529
TTHERM_00160970	2679	2485.82	294	1.08357
TTHERM_00160960	924	730.82	13481	169.001
