target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	236.419	45	1.59251
TTHERM_00161860	4356	4169.67	16237	32.5804
TTHERM_00161850	1200	1013.67	2566	21.1794
TTHERM_00161840	498	312.603	3361	89.9556
TTHERM_00161830	1077	890.668	1623	15.246
TTHERM_00161820	12579	12392.7	3940	2.66001
TTHERM_00161810	1179	992.668	2	0.0168569
TTHERM_00161800	2253	2066.67	5	0.0202419
TTHERM_00161879	501	315.587	10	0.265114
TTHERM_00161790	1458	1271.67	349	2.29617
TTHERM_00161780	699	512.723	388	6.33142
TTHERM_00161759	2763	2576.67	2167	7.03644
TTHERM_00161760	408	224.848	30	1.11631
TTHERM_00161750	1083	896.668	1883	17.57
TTHERM_00161740	1548	1361.67	2530	15.5454
TTHERM_00161720	11100	10913.7	3166	2.42713
TTHERM_00161709	438	253.837	0	0
TTHERM_00161700	2685	2498.67	128	0.428602
TTHERM_00161690	2991	2804.67	1846	5.50684
TTHERM_00161680	3873	3686.67	136	0.308644
TTHERM_00161670	4260	4073.67	26	0.0533999
TTHERM_00161660	432	248.077	1553	52.3766
TTHERM_00161650	555	369.129	660	14.9595
TTHERM_00161640	1821	1634.67	811	4.15092
TTHERM_00161630	768	581.668	488	7.01936
TTHERM_00161620	633	446.772	1805	33.8021
TTHERM_00161578	1674	1487.67	20	0.11248
TTHERM_00161579	585	398.937	519	10.8847
TTHERM_00161580	1806	1619.67	225	1.16228
TTHERM_00161570	2310	2123.67	228	0.898257
TTHERM_00161560	930	743.668	958	10.778
TTHERM_00161539	1347	1160.67	2484	17.9059
TTHERM_00161540	675	488.748	2196	37.5924
TTHERM_00161530	660	473.772	2449	43.2486
TTHERM_00161525	270	100.352	0	0
TTHERM_00161520	474	289.007	44	1.27379
TTHERM_00161510	468	283.122	64	1.8913
TTHERM_00161500	1773	1586.67	455	2.39926
TTHERM_00161490	561	375.073	850	18.9607
TTHERM_00161480	258	90.7075	4797	442.465
TTHERM_00161459	690	503.723	825	13.703
TTHERM_00161460	882	695.668	359	4.31763
TTHERM_00161450	5973	5786.67	145	0.209649
TTHERM_00161430	1278	1091.67	388	2.97368
TTHERM_00161419	1182	995.668	84	0.705858
TTHERM_00161420	1800	1613.67	2912	15.0984
TTHERM_00161410	2040	1853.67	387	1.74675
TTHERM_00161390	4023	3836.67	386	0.841755
TTHERM_00161370	1704	1517.67	219	1.20731
TTHERM_00161340	4080	3893.67	959	2.06069
TTHERM_00161330	3186	2999.67	309	0.861862
TTHERM_00161297	282	110.436	715	54.1687
TTHERM_00161298	1368	1181.67	142	1.00542
TTHERM_00161299	570	384.054	11	0.239636
TTHERM_00161300	5406	5219.67	114	0.182732
TTHERM_00161290	2874	2687.67	268	0.83428
TTHERM_00161279	2964	2777.67	285	0.858454
TTHERM_00161280	2985	2798.67	309	0.923761
TTHERM_00161270	648	461.772	1886	34.1717
TTHERM_00161260	1359	1172.67	4926	35.1457
TTHERM_00161250	1353	1166.67	11704	83.9343
TTHERM_00161230	2577	2390.67	1072	3.7517
TTHERM_00161220	2370	2183.67	400	1.53259
TTHERM_00161210	519	333.377	8812	221.152
TTHERM_00161200	270	100.352	27084	2258.09
TTHERM_00161180	1272	1085.67	1106	8.52336
TTHERM_00161170	633	446.772	3906	73.1474
TTHERM_00161160	1206	1019.67	540	4.43085
TTHERM_00161150	1272	1085.67	265	2.04221
TTHERM_00161140	1257	1070.67	408	3.18829
TTHERM_00161130	975	788.668	70469	747.578
TTHERM_00161120	2424	2237.67	142	0.53094
TTHERM_00161110	1659	1472.67	693	3.93714
TTHERM_00161100	3477	3290.67	337	0.856837
TTHERM_00161090	1590	1403.67	611	3.64191
TTHERM_00161070	1212	1025.67	1890	15.4173
TTHERM_00161060	381	199.095	94411	3967.49
TTHERM_00161050	1527	1340.67	3919	24.4572
TTHERM_00161029	1785	1598.67	99	0.518119
TTHERM_00161030	1686	1499.67	363	2.02518
TTHERM_00161031	426	242.262	2	0.0690712
TTHERM_00160999	456	271.457	70457	2171.58
