target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	229.889	4	0.210739
TTHERM_00161860	4356	4159.89	13386	38.9736
TTHERM_00161850	1200	1003.89	663	7.99886
TTHERM_00161840	498	304.233	1177	46.8568
TTHERM_00161830	1077	880.894	1432	19.6889
TTHERM_00161820	12579	12382.9	3201	3.13088
TTHERM_00161810	1179	982.894	1	0.0123224
TTHERM_00161800	2253	2056.89	3	0.0176649
TTHERM_00161879	501	307.171	4	0.157718
TTHERM_00161790	1458	1261.89	299	2.86979
TTHERM_00161780	699	502.959	146	3.51579
TTHERM_00161759	2763	2566.89	2437	11.4987
TTHERM_00161760	408	218.505	91	5.04408
TTHERM_00161750	1083	886.894	2068	28.2411
TTHERM_00161740	1548	1351.89	1562	13.994
TTHERM_00161720	11100	10903.9	3612	4.01207
TTHERM_00161709	438	246.917	0	0
TTHERM_00161700	2685	2488.89	131	0.637481
TTHERM_00161690	2991	2794.89	1357	5.88053
TTHERM_00161680	3873	3676.89	107	0.352456
TTHERM_00161670	4260	4063.89	19	0.0566257
TTHERM_00161660	432	241.215	1638	82.2454
TTHERM_00161650	555	359.906	202	6.79774
TTHERM_00161640	1821	1624.89	168	1.25224
TTHERM_00161630	768	571.959	322	6.81857
TTHERM_00161620	633	437.235	474	13.13
TTHERM_00161578	1674	1477.89	19	0.155709
TTHERM_00161579	585	389.646	255	7.92633
TTHERM_00161580	1806	1609.89	122	0.917836
TTHERM_00161570	2310	2113.89	202	1.15737
TTHERM_00161560	930	733.894	374	6.17221
TTHERM_00161539	1347	1150.89	1440	15.1541
TTHERM_00161540	675	479.007	1199	30.3165
TTHERM_00161530	660	464.055	750	19.5747
TTHERM_00161525	270	98.1913	0	0
TTHERM_00161520	474	281.295	26	1.11947
TTHERM_00161510	468	275.519	54	2.3738
TTHERM_00161500	1773	1576.89	185	1.42093
TTHERM_00161490	561	365.87	338	11.189
TTHERM_00161480	258	89.2367	308	41.8032
TTHERM_00161459	690	493.959	480	11.7694
TTHERM_00161460	882	685.894	72	1.27139
TTHERM_00161450	5973	5776.89	116	0.243201
TTHERM_00161430	1278	1081.89	42	0.470183
TTHERM_00161419	1182	985.894	66	0.810804
TTHERM_00161420	1800	1603.89	1549	11.6971
TTHERM_00161410	2040	1843.89	173	1.13635
TTHERM_00161390	4023	3826.89	627	1.98437
TTHERM_00161370	1704	1507.89	149	1.19679
TTHERM_00161340	4080	3883.89	892	2.78163
TTHERM_00161330	3186	2989.89	121	0.490153
TTHERM_00161297	282	107.974	187	20.9762
TTHERM_00161298	1368	1171.89	34	0.351393
TTHERM_00161299	570	374.722	1	0.0323216
TTHERM_00161300	5406	5209.89	73	0.169706
TTHERM_00161290	2874	2677.89	131	0.592489
TTHERM_00161279	2964	2767.89	224	0.980169
TTHERM_00161280	2985	2788.89	137	0.594964
TTHERM_00161270	648	452.147	1302	34.8766
TTHERM_00161260	1359	1162.89	3000	31.2452
TTHERM_00161250	1353	1156.89	11878	124.352
TTHERM_00161230	2577	2380.89	1106	5.62623
TTHERM_00161220	2370	2173.89	455	2.53498
TTHERM_00161210	519	324.727	6072	226.472
TTHERM_00161200	270	98.1913	18661	2301.78
TTHERM_00161180	1272	1075.89	1649	18.5632
TTHERM_00161170	633	437.235	1239	34.3209
TTHERM_00161160	1206	1009.89	82	0.983423
TTHERM_00161150	1272	1075.89	99	1.11447
TTHERM_00161140	1257	1060.89	132	1.50697
TTHERM_00161130	975	778.894	42690	663.82
TTHERM_00161120	2424	2227.89	130	0.706726
TTHERM_00161110	1659	1462.89	150	1.24188
TTHERM_00161100	3477	3280.89	140	0.516819
TTHERM_00161090	1590	1393.89	462	4.01434
TTHERM_00161070	1212	1015.89	1516	18.074
TTHERM_00161060	381	193.707	78358	4899.36
TTHERM_00161050	1527	1330.89	4486	40.8242
TTHERM_00161029	1785	1588.89	57	0.434492
TTHERM_00161030	1686	1489.89	284	2.30869
TTHERM_00161031	426	235.652	4	0.205585
TTHERM_00160999	456	264.009	65206	2991.37
TTHERM_00161000	369	182.735	9595	635.955
TTHERM_00160990	2208	2011.89	2215	13.3343
TTHERM_00160980	2232	2035.89	146	0.86856
TTHERM_00160970	2679	2482.89	131	0.639021
TTHERM_00160960	924	727.894	9221	153.431
TTHERM_00160950	3513	3316.89	253	0.923828
TTHERM_00160930	1521	1324.89	701	6.40825
TTHERM_00160920	2745	2548.89	300	1.42552
TTHERM_00160910	528	333.396	152	5.52187
TTHERM_00160868	570	374.722	88	2.8443
TTHERM_00160869	852	655.894	3418	63.1162
TTHERM_00160870	4725	4528.89	25	0.0668575
TTHERM_00160860	3444	3247.89	532	1.98387
TTHERM_00160849	1848	1651.89	904	6.62809
TTHERM_00160850	3318	3121.89	24	0.0931098
TTHERM_00160840	876	679.894	258	4.59601
TTHERM_00160830	3207	3010.89	285	1.14644
TTHERM_00160820	1203	1006.89	73	0.878095
TTHERM_00160810	1179	982.894	3431	42.2782
TTHERM_00160799	372	185.391	0	0
TTHERM_00160800	1179	982.894	5	0.061612
TTHERM_00160795	360	174.403	0	0
TTHERM_00160790	1230	1033.89	727	8.51649
TTHERM_00160780	3924	3727.89	264	0.857714
TTHERM_00160775	468	275.519	0	0
TTHERM_00160770	753	556.959	29568.8	643.004
TTHERM_00160769	300	122.908	769	75.7788
TTHERM_00160760	750	553.959	6	0.131183
TTHERM_00160750	744	547.959	5032	111.223
TTHERM_00160740	1845	1648.89	131	0.962234
TTHERM_00160719	1038	841.894	74	1.06458
TTHERM_00160720	3192	2995.89	2247	9.08404
TTHERM_00160710	2085	1888.89	667	4.27682
TTHERM_00160700	1791	1594.89	651	4.94369
TTHERM_00160690	309	130.163	3542	329.583
TTHERM_00160680	1866	1669.89	2240	16.2466
TTHERM_00160670	1803	1606.89	1786	13.4616
TTHERM_00160660	1095	898.894	266	3.58406
TTHERM_00160650	945	748.894	23	0.371972
TTHERM_00160640	939	742.894	4	0.0652132
TTHERM_00160630	897	700.894	6	0.103681
TTHERM_00160620	1197	1000.89	329	3.98116
TTHERM_00160610	1842	1645.89	122	0.89776
TTHERM_00160603	1677	1480.89	27	0.220822
TTHERM_00160600	2538	2341.89	3	0.0155152
TTHERM_00160595	2187	1990.89	8	0.0486681
TTHERM_00160590	2484	2287.89	2	0.0105876
TTHERM_00160580	2853	2656.89	95	0.433064
TTHERM_00160559	3579	3382.89	316	1.13136
TTHERM_00160560	801	604.959	91	1.82187
TTHERM_00160550	6921	6724.89	1175	2.11619
TTHERM_00160539	636	440.191	1	0.0275145
TTHERM_00160540	630	434.235	1	0.0278919
TTHERM_00158528	624	428.278	0	0
TTHERM_00158529	639	443.191	7	0.191297
TTHERM_00158530	741	544.959	5	0.111124
TTHERM_00158525	126	13.1789	0	0
TTHERM_00188520	2121	1924.89	191680	1206.07
TTHERM_00158510	1860	1663.89	53	0.385791
TTHERM_00158500	2022	1825.89	54	0.358196
TTHERM_00158490	1479	1282.89	160	1.51054
TTHERM_00158480	1791	1594.89	355	2.69587
TTHERM_00158459	2130	1933.89	139	0.870531
TTHERM_00158460	2937	2740.89	203	0.897028
TTHERM_00158450	1770	1573.89	852	6.55641
TTHERM_00158440	1008	811.894	126	1.87963
TTHERM_00158430	3966	3769.89	213	0.68431
TTHERM_00158420	3816	3619.89	1754	5.86862
TTHERM_00158388	114	12.8953	0	0
TTHERM_00158389	1242	1045.89	240	2.77924
TTHERM_00158390	342	158.413	656	50.1551
TTHERM_00158380	4938	4741.89	220	0.561918
TTHERM_00158370	1821	1624.89	938	6.99166
TTHERM_00158368	543	348.156	18	0.626182
TTHERM_00158360	519	324.727	1951	72.768
TTHERM_00158340	5007	4810.89	307	0.772885
TTHERM_00158330	3495	3298.89	10	0.0367142
TTHERM_00158320	3546	3349.89	1255	4.53748
TTHERM_00158310	2364	2167.89	23	0.128497
TTHERM_00158289	1173	976.894	15	0.185971
TTHERM_00158290	1887	1690.89	381	2.72905
TTHERM_00158280	750	553.959	394	8.61432
TTHERM_00158270	459	266.875	1418	64.3532
TTHERM_00158260	7560	7363.89	196	0.322367
TTHERM_00158239	1482	1285.89	18	0.169539
TTHERM_00158240	3414	3217.89	305	1.14797
TTHERM_00158230	798	601.959	399	8.02802
TTHERM_00158220	4968	4771.89	166	0.421327
TTHERM_00158210	759	562.959	6638	142.811
TTHERM_00158200	690	493.959	176	4.31543
TTHERM_00158190	1398	1201.89	2459	24.7796
TTHERM_00158180	2463	2266.89	275	1.46928
TTHERM_00158170	1263	1066.89	69	0.783304
TTHERM_00158160	2076	1879.89	46	0.296365
TTHERM_00158150	2292	2095.89	143	0.82636
TTHERM_00158148	1245	1048.89	0	0
TTHERM_00158140	1254	1057.89	2	0.0228976
TTHERM_00158120	594	398.646	0	0
TTHERM_00158110	1218	1021.89	0	0
TTHERM_00158100	702	505.959	0	0
TTHERM_00158080	1086	889.894	0	0
TTHERM_00158075	378	190.926	0	0
TTHERM_00108060	411	221.348	0	0
TTHERM_00158049	1854	1657.89	96	0.701321
TTHERM_00158050	1947	1750.89	865	5.98355
TTHERM_00158040	558	362.87	15313	511.107
TTHERM_00158019	2352	2155.89	1	0.00561791
TTHERM_00158020	1326	1129.89	4460	47.8079
TTHERM_00158010	1038	841.894	2	0.0287723
TTHERM_00158005	363	177.184	0	0
TTHERM_00158000	678	482.007	12370	310.827
TTHERM_00157980	1008	811.894	145	2.16307
TTHERM_00157959	1746	1549.89	378	2.95387
TTHERM_00157960	291	115.415	23	2.41361
TTHERM_00157950	4629	4432.89	509	1.3907
TTHERM_00157929	1524	1327.89	7368	67.203
TTHERM_00157930	2475	2278.89	587	3.11972
TTHERM_00157910	1734	1537.89	57	0.448901
TTHERM_00157889	1473	1276.89	3715	35.2376
TTHERM_00157890	5247	5050.89	258	0.618663
TTHERM_00157885	1353	1156.89	0	0
TTHERM_00157880	942	745.894	413	6.70618
TTHERM_00157849	10104	9907.89	131	0.160137
TTHERM_00157850	7101	6904.89	205	0.359583
TTHERM_00157830	1278	1081.89	112	1.25382
TTHERM_00157809	1569	1372.89	1498	13.2153
TTHERM_00157810	591	395.646	5139	157.316
TTHERM_00157800	1458	1261.89	1103	10.5866
TTHERM_00157789	720	523.959	50	1.15578
TTHERM_00157790	2481	2284.89	237	1.25627
TTHERM_00156767	237	73.5482	0	0
TTHERM_00156768	648	452.147	0	0
TTHERM_00156769	438	246.917	5	0.245257
TTHERM_00156770	1779	1582.89	0	0
TTHERM_00156760	954	757.894	21	0.335593
