target_id	length	eff_length	est_counts	tpm
TTHERM_00161861	420	233.702	30	1.21973
TTHERM_00161860	4356	4166.95	10987	25.0534
TTHERM_00161850	1200	1010.95	2417	22.7171
TTHERM_00161840	498	309.959	2773	85.0064
TTHERM_00161830	1077	887.947	1175	12.5735
TTHERM_00161820	12579	12389.9	3289	2.52232
TTHERM_00161810	1179	989.947	0	0
TTHERM_00161800	2253	2063.95	2	0.0092074
TTHERM_00161879	501	312.943	11	0.333989
TTHERM_00161790	1458	1268.95	454	3.39952
TTHERM_00161780	699	510.028	414	7.71279
TTHERM_00161759	2763	2573.95	1523	5.62219
TTHERM_00161760	408	222.3	23	0.983089
TTHERM_00161750	1083	893.947	4790	50.9131
TTHERM_00161740	1548	1358.95	1932	13.5086
TTHERM_00161720	11100	10910.9	2774	2.41574
TTHERM_00161709	438	251.129	0	0
TTHERM_00161700	2685	2495.95	169	0.643364
TTHERM_00161690	2991	2801.95	1624	5.50721
TTHERM_00161680	3873	3683.95	97	0.250186
TTHERM_00161670	4260	4070.95	25	0.0583512
TTHERM_00161660	432	245.279	1575	61.0135
TTHERM_00161650	555	366.359	719	18.6478
TTHERM_00161640	1821	1631.95	848	4.93737
TTHERM_00161630	768	578.976	413	6.77789
TTHERM_00161620	633	444.12	1310	28.027
TTHERM_00161578	1674	1484.95	38	0.243152
TTHERM_00161579	585	396.227	301	7.21819
TTHERM_00161580	1806	1616.95	266	1.56312
TTHERM_00161570	2310	2120.95	16	0.0716796
TTHERM_00161560	930	740.947	717	9.1947
TTHERM_00161539	1347	1157.95	1899	15.5827
TTHERM_00161540	675	486.028	1796	35.1116
TTHERM_00161530	660	471.028	2005	40.4458
TTHERM_00161525	270	99.0564	0	0
TTHERM_00161520	474	286.389	52	1.72525
TTHERM_00161510	468	280.503	38	1.28722
TTHERM_00161500	1773	1583.95	300	1.79964
TTHERM_00161490	561	372.322	473	12.0711
TTHERM_00161480	258	89.4935	1228	130.38
TTHERM_00161459	690	501.028	1050	19.9128
TTHERM_00161460	882	692.947	241	3.30463
TTHERM_00161450	5973	5783.95	145	0.238204
TTHERM_00161430	1278	1088.95	144	1.2565
TTHERM_00161419	1182	992.947	80	0.765543
TTHERM_00161420	1800	1610.95	2574	15.1821
TTHERM_00161410	2040	1850.95	135	0.693019
TTHERM_00161390	4023	3833.95	242	0.599756
TTHERM_00161370	1704	1514.95	191	1.19796
TTHERM_00161340	4080	3890.95	1043	2.54703
TTHERM_00161330	3186	2996.95	60	0.190229
TTHERM_00161297	282	108.951	386	33.6637
TTHERM_00161298	1368	1178.95	63	0.507752
TTHERM_00161299	570	381.285	12	0.299045
TTHERM_00161300	5406	5216.95	57	0.103816
TTHERM_00161290	2874	2684.95	273	0.966123
TTHERM_00161279	2964	2774.95	296	1.01354
TTHERM_00161280	2985	2795.95	160	0.543747
TTHERM_00161270	648	459.074	1209	25.0235
TTHERM_00161260	1359	1169.95	6126	49.7527
TTHERM_00161250	1353	1163.95	12201	99.6019
TTHERM_00161230	2577	2387.95	901	3.58514
TTHERM_00161220	2370	2180.95	348	1.51614
TTHERM_00161210	519	330.636	7249	208.321
TTHERM_00161200	270	99.0564	23301	2235.1
TTHERM_00161180	1272	1082.95	2124	18.636
TTHERM_00161170	633	444.12	1780	38.0825
TTHERM_00161160	1206	1016.95	100	0.934345
TTHERM_00161150	1272	1082.95	347	3.04458
TTHERM_00161140	1257	1067.95	390	3.46993
TTHERM_00161130	975	785.947	72861	880.861
TTHERM_00161120	2424	2234.95	304	1.29244
TTHERM_00161110	1659	1469.95	505	3.26434
TTHERM_00161100	3477	3287.95	175	0.50573
TTHERM_00161090	1590	1400.95	580	3.9338
TTHERM_00161070	1212	1022.95	1520	14.1187
TTHERM_00161060	381	196.849	78487	3788.53
TTHERM_00161050	1527	1337.95	3279	23.2867
TTHERM_00161029	1785	1595.95	39	0.232194
TTHERM_00161030	1686	1496.95	468	2.9706
TTHERM_00161031	426	239.547	4	0.158663
TTHERM_00160999	456	268.764	71875	2541.04
TTHERM_00161000	369	185.695	11283	577.337
TTHERM_00160990	2208	2018.95	1751	8.24075
TTHERM_00160980	2232	2042.95	226	1.05113
TTHERM_00160970	2679	2489.95	159	0.606754
TTHERM_00160960	924	734.947	9653	124.799
TTHERM_00160950	3513	3323.95	477	1.36355
TTHERM_00160930	1521	1331.95	786	5.60714
TTHERM_00160920	2745	2555.95	38	0.141266
TTHERM_00160910	528	339.569	480	13.4313
TTHERM_00160868	570	381.285	339	8.44803
TTHERM_00160869	852	662.947	2775	39.7731
TTHERM_00160870	4725	4535.95	40	0.083791
TTHERM_00160860	3444	3254.95	486	1.41872
TTHERM_00160849	1848	1658.95	787	4.50762
TTHERM_00160850	3318	3128.95	22	0.0668082
TTHERM_00160840	876	686.947	686	9.48869
TTHERM_00160830	3207	3017.95	69	0.217242
TTHERM_00160820	1203	1013.95	182	1.70554
TTHERM_00160810	1179	989.947	7391	70.9409
TTHERM_00160799	372	188.409	0	0
TTHERM_00160800	1179	989.947	12	0.115179
TTHERM_00160795	360	177.42	0	0
TTHERM_00160790	1230	1040.95	958	8.74465
TTHERM_00160780	3924	3734.95	59	0.150097
TTHERM_00160775	468	280.503	1	0.0338741
TTHERM_00160770	753	563.976	26616	448.423
TTHERM_00160769	300	124.156	1515	115.945
TTHERM_00160760	750	560.976	11	0.186318
TTHERM_00160750	744	554.976	4811	82.3695
TTHERM_00160740	1845	1655.95	32	0.183615
TTHERM_00160719	1038	848.947	234	2.61903
TTHERM_00160720	3192	3002.95	1037	3.28123
TTHERM_00160710	2085	1895.95	845	4.23483
TTHERM_00160700	1791	1601.95	1524	9.03946
TTHERM_00160690	309	132.022	5922	426.214
TTHERM_00160680	1866	1676.95	4314	24.4437
TTHERM_00160670	1803	1613.95	1620	9.53743
TTHERM_00160660	1095	905.947	274	2.87378
TTHERM_00160650	945	755.947	59	0.741594
TTHERM_00160640	939	749.947	11	0.139369
TTHERM_00160630	897	707.947	9	0.120795
TTHERM_00160620	1197	1007.95	454	4.2798
TTHERM_00160610	1842	1652.95	172	0.988724
TTHERM_00160603	1677	1487.95	53	0.33845
TTHERM_00160600	2538	2348.95	4	0.0161805
TTHERM_00160595	2187	1997.95	21	0.0998713
TTHERM_00160590	2484	2294.95	3	0.0124209
TTHERM_00160580	2853	2663.95	143	0.510054
TTHERM_00160559	3579	3389.95	306	0.857697
TTHERM_00160560	801	611.947	368	5.71399
TTHERM_00160550	6921	6731.95	1956	2.76079
TTHERM_00160539	636	447.12	14	0.297515
TTHERM_00160540	630	441.12	4	0.0861606
TTHERM_00158528	624	435.185	3	0.0655017
TTHERM_00158529	639	450.12	40	0.844379
TTHERM_00158530	741	551.976	34	0.58528
TTHERM_00158525	126	12.9922	0	0
TTHERM_00188520	2121	1931.95	113096	556.234
TTHERM_00158510	1860	1670.95	50	0.284324
TTHERM_00158500	2022	1832.95	50	0.259194
TTHERM_00158490	1479	1289.95	279	2.05512
TTHERM_00158480	1791	1601.95	625	3.70713
TTHERM_00158459	2130	1940.95	164	0.802852
TTHERM_00158460	2937	2747.95	277	0.957805
TTHERM_00158450	1770	1580.95	1720	10.3375
TTHERM_00158440	1008	818.947	38	0.440893
TTHERM_00158430	3966	3776.95	95	0.238995
TTHERM_00158420	3816	3626.95	1169	3.06252
TTHERM_00158388	114	12.905	0	0
TTHERM_00158389	1242	1052.95	136	1.22726
TTHERM_00158390	342	160.943	1236	72.9713
TTHERM_00158380	4938	4748.95	134	0.26811
TTHERM_00158370	1821	1631.95	1117	6.50358
TTHERM_00158368	543	354.414	33	0.884726
TTHERM_00158360	519	330.636	1346	38.6813
TTHERM_00158340	5007	4817.95	426	0.840143
TTHERM_00158330	3495	3305.95	5	0.0143708
TTHERM_00158320	3546	3356.95	1534	4.34197
TTHERM_00158310	2364	2174.95	22	0.0961124
TTHERM_00158289	1173	983.947	190	1.83479
TTHERM_00158290	1887	1697.95	417	2.33355
TTHERM_00158280	750	560.976	430	7.28332
TTHERM_00158270	459	271.642	3481	121.762
TTHERM_00158260	7560	7370.95	316	0.407351
TTHERM_00158239	1482	1292.95	51	0.374796
TTHERM_00158240	3414	3224.95	330	0.972292
TTHERM_00158230	798	608.947	1009	15.7441
TTHERM_00158220	4968	4778.95	118	0.234615
TTHERM_00158210	759	569.976	8632	143.9
TTHERM_00158200	690	501.028	226	4.286
TTHERM_00158190	1398	1208.95	2163	17.0002
TTHERM_00158180	2463	2273.95	418	1.74663
TTHERM_00158170	1263	1073.95	80	0.707803
TTHERM_00158160	2076	1886.95	34	0.171208
TTHERM_00158150	2292	2102.95	393	1.7757
TTHERM_00158148	1245	1055.95	0	0
TTHERM_00158140	1254	1064.95	1	0.00892231
TTHERM_00158120	594	405.227	0	0
TTHERM_00158110	1218	1028.95	1	0.00923448
TTHERM_00158100	702	513.028	0	0
TTHERM_00158080	1086	896.947	0	0
TTHERM_00158075	378	194.077	0	0
TTHERM_00108060	411	225.119	0	0
TTHERM_00158049	1854	1664.95	182	1.03867
TTHERM_00158050	1947	1757.95	1278	6.90765
TTHERM_00158040	558	369.341	14913	383.657
TTHERM_00158019	2352	2162.95	16	0.0702877
TTHERM_00158020	1326	1136.95	4579	38.268
TTHERM_00158010	1038	848.947	3	0.0335773
TTHERM_00158005	363	180.209	0	0
TTHERM_00158000	678	489.028	9029	175.433
TTHERM_00157980	1008	818.947	293	3.39952
TTHERM_00157959	1746	1556.95	75	0.457713
TTHERM_00157960	291	116.468	59	4.8134
TTHERM_00157950	4629	4439.95	895	1.91536
TTHERM_00157929	1524	1334.95	4794	34.1224
TTHERM_00157930	2475	2285.95	640	2.66023
TTHERM_00157910	1734	1544.95	41	0.25216
TTHERM_00157889	1473	1283.95	3801	28.1291
TTHERM_00157890	5247	5057.95	821	1.54232
TTHERM_00157885	1353	1163.95	0	0
TTHERM_00157880	942	752.947	392	4.94683
TTHERM_00157849	10104	9914.95	152	0.145666
TTHERM_00157850	7101	6911.95	175	0.240571
